month,category,customer_segment,order_status,net_revenue,discount,items,orders
2024-07-01,Books,Gold,RETURNED,565723.45,56628.47,25,8
2024-07-01,Books,Gold,SHIPPED,1069723.0699999998,150992.53,26,7
2024-07-01,Books,Platinum,CANCELLED,2987.01,995.67,3,1
2024-07-01,Books,Platinum,DELIVERED,2910745.23,200082.35,70,24
2024-07-01,Books,Platinum,PENDING,8527.2,448.8,2,1
2024-07-01,Books,Platinum,RETURNED,296187.04000000004,31402.309999999998,6,3
2024-07-01,Books,Platinum,SHIPPED,187019.56999999998,20729.95,9,3
2024-07-01,Books,Regular,CANCELLED,3846272.86,371898.09,101,31
2024-07-01,Books,Regular,DELIVERED,22306839.82,2148421.93,605,198
2024-07-01,Books,Regular,PENDING,2326880.48,213724.75,67,19
2024-07-01,Books,Regular,RETURNED,2955706.59,267597.27999999997,89,31
2024-07-01,Books,Regular,SHIPPED,3806410.72,416245.27999999997,98,35
2024-07-01,Books,Silver,CANCELLED,427075.55,29516.590000000004,16,6
2024-07-01,Books,Silver,DELIVERED,7352414.34,600376.6,223,79
2024-07-01,Books,Silver,PENDING,694395.9199999999,66991.44,26,9
2024-07-01,Books,Silver,RETURNED,1326568.32,200639.28,41,13
2024-07-01,Books,Silver,SHIPPED,1775735.13,221569.63,46,14
2024-07-01,Electronics,Gold,CANCELLED,350811.07999999996,33127.16,9,4
2024-07-01,Electronics,Gold,DELIVERED,3640906.7800000003,279093.73,110,40
2024-07-01,Electronics,Gold,PENDING,335967.36,34306.84,9,4
2024-07-01,Electronics,Gold,RETURNED,467431.38,26639.730000000003,21,8
2024-07-01,Electronics,Gold,SHIPPED,822961.79,85084.73000000001,26,8
2024-07-01,Electronics,Platinum,CANCELLED,394450.6,27476.489999999998,8,2
2024-07-01,Electronics,Platinum,DELIVERED,1699596.41,110329.58,56,18
2024-07-01,Electronics,Platinum,PENDING,59426.42,6602.94,1,1
2024-07-01,Electronics,Platinum,SHIPPED,403574.93,47063.63,14,5
2024-07-01,Electronics,Regular,CANCELLED,3558461.97,341483.4,88,25
2024-07-01,Electronics,Regular,DELIVERED,20385113.14,1670003.99,579,189
2024-07-01,Electronics,Regular,PENDING,2369925.35,158746.99,65,25
2024-07-01,Electronics,Regular,RETURNED,3060182.64,252800.09,72,25
2024-07-01,Electronics,Regular,SHIPPED,2871064.21,260069.72,89,31
2024-07-01,Electronics,Silver,CANCELLED,691624.64,76900.15999999999,25,8
2024-07-01,Electronics,Silver,DELIVERED,6547316.81,488406.44,193,74
2024-07-01,Electronics,Silver,PENDING,1067929.27,98375.7,32,15
2024-07-01,Electronics,Silver,RETURNED,313309.92,34808.57,11,7
2024-07-01,Electronics,Silver,SHIPPED,1584129.99,92477.04000000001,38,12
2024-07-01,Fashion,Gold,CANCELLED,577758.8200000001,58913.17,17,4
2024-07-01,Fashion,Gold,DELIVERED,5057735.78,414831.16,150,46
2024-07-01,Fashion,Gold,PENDING,585997.24,29781.45,13,8
2024-07-01,Fashion,Gold,RETURNED,439506.8,13783.53,14,5
2024-07-01,Fashion,Gold,SHIPPED,683539.5499999999,99939.82,18,9
2024-07-01,Fashion,Platinum,DELIVERED,2517108.55,199162.66,65,18
2024-07-01,Fashion,Platinum,PENDING,25061.23,6265.31,3,1
2024-07-01,Fashion,Platinum,SHIPPED,342026.92,24067.059999999998,14,5
2024-07-01,Fashion,Regular,CANCELLED,2714633.39,241834.15,75,24
2024-07-01,Fashion,Regular,DELIVERED,20644917.52,1660296.98,623,213
2024-07-01,Fashion,Regular,PENDING,2497857.86,204374.2,59,19
2024-07-01,Fashion,Regular,RETURNED,2172081.13,153720.24,74,24
2024-07-01,Fashion,Regular,SHIPPED,2867967.89,292116.07,89,31
2024-07-01,Fashion,Silver,CANCELLED,558298.66,51267.44,24,10
2024-07-01,Fashion,Silver,DELIVERED,7516040.38,545139.51,223,79
2024-07-01,Fashion,Silver,PENDING,657472.11,53326.5,21,8
2024-07-01,Fashion,Silver,RETURNED,897887.8099999999,109402.17,31,11
2024-07-01,Fashion,Silver,SHIPPED,830557.31,8381.31,18,9
2024-07-01,Furniture,Gold,CANCELLED,567942.12,53459.17,17,6
2024-07-01,Furniture,Gold,DELIVERED,5209204.62,502841.0,159,49
2024-07-01,Furniture,Gold,PENDING,956801.0199999999,106257.22,22,6
2024-07-01,Furniture,Gold,RETURNED,702146.22,66574.92,21,7
2024-07-01,Furniture,Gold,SHIPPED,220113.87,14058.32,6,3
2024-07-01,Furniture,Platinum,CANCELLED,126130.76999999999,14014.529999999999,6,2
2024-07-01,Furniture,Platinum,DELIVERED,1760959.12,91025.39,63,18
2024-07-01,Furniture,Platinum,PENDING,65664.11,3456.01,3,1
2024-07-01,Furniture,Platinum,RETURNED,342095.70999999996,8824.449999999999,8,3
2024-07-01,Furniture,Platinum,SHIPPED,642103.37,79234.32,16,4
2024-07-01,Furniture,Regular,CANCELLED,2532163.31,192614.27,78,23
2024-07-01,Furniture,Regular,DELIVERED,19180263.1,1589053.99,578,207
2024-07-01,Furniture,Regular,PENDING,1836009.45,180459.35,50,15
2024-07-01,Furniture,Regular,RETURNED,3731008.5700000003,284552.07,97,30
2024-07-01,Furniture,Regular,SHIPPED,3403745.04,298425.95,93,33
2024-07-01,Furniture,Silver,CANCELLED,411874.96,33517.03,19,6
2024-07-01,Furniture,Silver,DELIVERED,8843193.540000001,742829.73,267,90
2024-07-01,Furniture,Silver,PENDING,891577.2999999999,93086.28,32,10
2024-07-01,Furniture,Silver,RETURNED,423319.2,39474.9,20,10
2024-07-01,Furniture,Silver,SHIPPED,1532216.6400000001,144880.02,43,15
2024-07-01,Home,Gold,CANCELLED,387415.52,33799.81,15,4
2024-07-01,Home,Gold,DELIVERED,5819667.75,523695.88,177,56
2024-07-01,Home,Gold,PENDING,564449.41,52062.58,22,8
2024-07-01,Home,Gold,RETURNED,1492334.63,203921.59,38,13
2024-07-01,Home,Gold,SHIPPED,1109017.02,50868.04,26,8
2024-07-01,Home,Platinum,CANCELLED,25099.06,2788.78,2,1
2024-07-01,Home,Platinum,DELIVERED,1312652.68,90981.1,48,13
2024-07-01,Home,Platinum,RETURNED,159860.65,17289.16,6,2
2024-07-01,Home,Platinum,SHIPPED,324159.62,14421.029999999999,7,3
2024-07-01,Home,Regular,CANCELLED,2167591.36,171310.57,73,24
2024-07-01,Home,Regular,DELIVERED,22754412.95,1992372.22,651,218
2024-07-01,Home,Regular,PENDING,2279262.57,265037.15,57,21
2024-07-01,Home,Regular,RETURNED,2173282.06,179743.97,78,28
2024-07-01,Home,Regular,SHIPPED,2840876.22,340100.32,99,34
2024-07-01,Home,Silver,CANCELLED,469761.18,43829.81999999999,22,8
2024-07-01,Home,Silver,DELIVERED,7868354.37,535780.53,207,77
2024-07-01,Home,Silver,PENDING,538807.39,84850.26,22,9
2024-07-01,Home,Silver,RETURNED,914956.07,122996.53,24,9
2024-07-01,Home,Silver,SHIPPED,1606874.6500000001,181033.77,40,12
2024-07-01,Sports,Gold,CANCELLED,754425.0,58358.55,19,6
2024-07-01,Sports,Gold,DELIVERED,5166026.03,469166.78,149,47
2024-07-01,Sports,Gold,PENDING,369168.74,18132.07,11,4
2024-07-01,Sports,Gold,RETURNED,577475.29,60571.15,16,8
2024-07-01,Sports,Gold,SHIPPED,871952.98,47589.49,21,4
2024-07-01,Sports,Platinum,DELIVERED,2127778.55,240667.57,52,17
2024-07-01,Sports,Platinum,PENDING,78998.8,13940.96,3,1
2024-07-01,Sports,Platinum,RETURNED,278775.1,19651.46,8,3
2024-07-01,Sports,Platinum,SHIPPED,194016.26,50345.130000000005,8,3
2024-07-01,Sports,Regular,CANCELLED,2477683.76,116518.46,74,25
2024-07-01,Sports,Regular,DELIVERED,20492013.33,2023835.43,579,206
2024-07-01,Sports,Regular,PENDING,2559158.34,211612.65,78,26
2024-07-01,Sports,Regular,RETURNED,3201616.38,234762.92,92,28
2024-07-01,Sports,Regular,SHIPPED,3043671.07,171612.81,101,36
2024-07-01,Sports,Silver,CANCELLED,552200.82,36637.17,14,6
2024-07-01,Sports,Silver,DELIVERED,10006973.52,940094.59,283,91
2024-07-01,Sports,Silver,PENDING,1047503.98,64747.3,33,7
2024-07-01,Sports,Silver,RETURNED,904454.5800000001,160798.54,19,7
2024-07-01,Sports,Silver,SHIPPED,1131298.43,84620.98999999999,40,14
2024-07-01,Toys,Gold,CANCELLED,373047.6,51608.09,17,5
2024-07-01,Toys,Gold,DELIVERED,5007117.57,334219.25,149,50
2024-07-01,Toys,Gold,PENDING,640772.1699999999,26907.0,19,7
2024-07-01,Toys,Gold,RETURNED,409335.9,38274.74,21,6
2024-07-01,Toys,Gold,SHIPPED,661861.11,37905.18,25,7
2024-07-01,Toys,Platinum,CANCELLED,23843.93,1254.94,1,1
2024-07-01,Toys,Platinum,DELIVERED,1499557.33,79115.06999999999,38,15
2024-07-01,Toys,Platinum,SHIPPED,204081.99,35242.98,5,2
2024-07-01,Toys,Regular,CANCELLED,1026891.09,94598.38,40,18
2024-07-01,Toys,Regular,DELIVERED,19536077.98,1712919.43,632,204
2024-07-01,Toys,Regular,PENDING,2297715.43,216895.37,62,21
2024-07-01,Toys,Regular,RETURNED,2577352.26,233072.3,76,28
2024-07-01,Toys,Regular,SHIPPED,3417131.66,245511.26,107,34
2024-07-01,Toys,Silver,CANCELLED,1054125.49,73714.06,27,9
2024-07-01,Toys,Silver,DELIVERED,8081632.2299999995,555841.97,254,87
2024-07-01,Toys,Silver,PENDING,836726.3099999999,23444.66,26,12
2024-07-01,Toys,Silver,RETURNED,630052.08,91165.5,22,9
2024-07-01,Toys,Silver,SHIPPED,1310182.87,84519.01,54,13
2024-08-01,Beauty,Gold,CANCELLED,1283411.05,115855.65,34,10
2024-08-01,Beauty,Gold,DELIVERED,5388176.5,468144.52,145,49
2024-08-01,Beauty,Gold,PENDING,136331.21000000002,6537.88,5,2
2024-08-01,Beauty,Gold,RETURNED,953864.36,31158.010000000002,26,11
2024-08-01,Beauty,Gold,SHIPPED,737521.11,55365.33,17,4
2024-08-01,Beauty,Platinum,CANCELLED,155689.41999999998,7664.490000000001,8,3
2024-08-01,Beauty,Platinum,DELIVERED,1591012.89,138692.55000000002,48,16
2024-08-01,Beauty,Platinum,PENDING,939075.11,105068.16,16,5
2024-08-01,Beauty,Platinum,RETURNED,142331.97999999998,14336.56,3,2
2024-08-01,Beauty,Platinum,SHIPPED,517827.56,10614.8,10,3
2024-08-01,Beauty,Regular,CANCELLED,1590310.98,60367.83,39,14
2024-08-01,Beauty,Regular,DELIVERED,24382278.17,2114015.46,612,208
2024-08-01,Beauty,Regular,PENDING,2561423.43,252755.76,73,26
2024-08-01,Beauty,Regular,RETURNED,2006758.05,155765.19,55,20
2024-08-01,Beauty,Regular,SHIPPED,4722421.75,332637.1,105,33
2024-08-01,Beauty,Silver,CANCELLED,1723739.8599999999,101906.81,37,12
2024-08-01,Beauty,Silver,DELIVERED,8812120.14,697826.7,237,83
2024-08-01,Beauty,Silver,PENDING,1546385.1099999999,55413.46,33,11
2024-08-01,Beauty,Silver,RETURNED,926070.37,72396.14,36,13
2024-08-01,Beauty,Silver,SHIPPED,1073111.91,49079.520000000004,29,10
2024-08-01,Books,Gold,CANCELLED,487795.74,46164.23,12,4
2024-08-01,Books,Gold,DELIVERED,4502884.99,318140.39,124,42
2024-08-01,Books,Gold,PENDING,466093.47000000003,15991.5,10,4
2024-08-01,Books,Gold,RETURNED,799587.62,51952.38,22,11
2024-08-01,Books,Gold,SHIPPED,713523.68,89169.23999999999,17,6
2024-08-01,Books,Platinum,CANCELLED,476035.06,90633.35,12,4
2024-08-01,Books,Platinum,DELIVERED,2535764.31,204808.3,72,24
2024-08-01,Books,Platinum,PENDING,593196.5,21520.7,12,2
2024-08-01,Books,Platinum,RETURNED,1152592.8,74818.88,30,6
2024-08-01,Books,Platinum,SHIPPED,75540.92,0.0,2,1
2024-08-01,Books,Regular,CANCELLED,2921109.97,272056.39,74,27
2024-08-01,Books,Regular,DELIVERED,24781340.58,2274475.93,620,217
2024-08-01,Books,Regular,PENDING,2892734.4899999998,266525.83999999997,82,29
2024-08-01,Books,Regular,RETURNED,2504340.61,214440.06,66,22
2024-08-01,Books,Regular,SHIPPED,2734520.7,183437.35,75,24
2024-08-01,Books,Silver,CANCELLED,1083158.13,105525.65,36,13
2024-08-01,Books,Silver,DELIVERED,10279212.97,663074.02,266,86
2024-08-01,Books,Silver,PENDING,1029334.52,122753.84,29,10
2024-08-01,Books,Silver,RETURNED,1695215.77,107623.57,36,11
2024-08-01,Books,Silver,SHIPPED,1181636.96,138836.78999999998,34,12
2024-08-01,Electronics,Gold,CANCELLED,372319.82,13381.92,11,5
2024-08-01,Electronics,Gold,DELIVERED,5372229.4,505787.57,149,47
2024-08-01,Electronics,Gold,PENDING,237085.15999999997,39218.31,7,3
2024-08-01,Electronics,Gold,RETURNED,109680.36,25960.82,5,2
2024-08-01,Electronics,Gold,SHIPPED,577455.03,35104.43,13,4
2024-08-01,Electronics,Platinum,CANCELLED,507262.87,20508.34,13,5
2024-08-01,Electronics,Platinum,DELIVERED,1900292.78,186076.34,60,18
2024-08-01,Electronics,Platinum,PENDING,123634.96,0.0,2,1
2024-08-01,Electronics,Platinum,SHIPPED,211370.52000000002,24110.24,9,3
2024-08-01,Electronics,Regular,CANCELLED,2341140.25,186660.71,73,20
2024-08-01,Electronics,Regular,DELIVERED,22937921.65,1993342.29,659,226
2024-08-01,Electronics,Regular,PENDING,2426930.58,280970.98,69,27
2024-08-01,Electronics,Regular,RETURNED,2292844.24,184627.78,63,21
2024-08-01,Electronics,Regular,SHIPPED,2199971.21,254209.41999999998,71,24
2024-08-01,Electronics,Silver,CANCELLED,1343354.02,161830.12,42,17
2024-08-01,Electronics,Silver,DELIVERED,7281562.46,451301.19,194,62
2024-08-01,Electronics,Silver,PENDING,836284.4,41756.45,23,9
2024-08-01,Electronics,Silver,RETURNED,615372.12,48154.97,12,8
2024-08-01,Electronics,Silver,SHIPPED,1778582.11,92341.44,51,18
2024-08-01,Fashion,Gold,CANCELLED,358855.05000000005,7699.23,6,2
2024-08-01,Fashion,Gold,DELIVERED,3618611.15,322719.63,101,36
2024-08-01,Fashion,Gold,PENDING,231799.72999999998,18771.43,4,2
2024-08-01,Fashion,Gold,RETURNED,491646.27,35656.98,13,5
2024-08-01,Fashion,Gold,SHIPPED,400094.01999999996,60791.89,17,6
2024-08-01,Fashion,Platinum,CANCELLED,6786.65,754.07,4,1
2024-08-01,Fashion,Platinum,DELIVERED,2124268.37,192658.9,66,18
2024-08-01,Fashion,Platinum,PENDING,478572.76,22761.42,18,6
2024-08-01,Fashion,Platinum,RETURNED,206931.88,24535.059999999998,4,3
2024-08-01,Fashion,Regular,CANCELLED,2359418.57,239879.85,67,27
2024-08-01,Fashion,Regular,DELIVERED,19962676.54,1730173.39,615,211
2024-08-01,Fashion,Regular,PENDING,2793484.25,182245.92,67,22
2024-08-01,Fashion,Regular,RETURNED,1976110.5,141836.67,67,23
2024-08-01,Fashion,Regular,SHIPPED,2598042.09,157789.63,74,29
2024-08-01,Fashion,Silver,CANCELLED,1282396.82,79925.95,36,15
2024-08-01,Fashion,Silver,DELIVERED,9999358.94,871870.7000000001,272,90
2024-08-01,Fashion,Silver,PENDING,1480285.81,99368.13,35,12
2024-08-01,Fashion,Silver,RETURNED,659554.24,68531.76000000001,18,5
2024-08-01,Fashion,Silver,SHIPPED,576202.7,41528.590000000004,20,7
2024-08-01,Furniture,Gold,CANCELLED,1126486.83,35849.740000000005,26,9
2024-08-01,Furniture,Gold,DELIVERED,5140151.58,457343.72000000003,157,52
2024-08-01,Furniture,Gold,PENDING,390092.66,52598.24,14,4
2024-08-01,Furniture,Gold,RETURNED,305707.39,14637.01,10,4
2024-08-01,Furniture,Gold,SHIPPED,409178.38,39178.92,9,4
2024-08-01,Furniture,Platinum,CANCELLED,336164.93000000005,19480.32,16,5
2024-08-01,Furniture,Platinum,DELIVERED,1938307.96,85656.86,61,21
2024-08-01,Furniture,Platinum,PENDING,274799.36000000004,21676.739999999998,6,3
2024-08-01,Furniture,Platinum,RETURNED,467534.39,39541.09,12,4
2024-08-01,Furniture,Platinum,SHIPPED,36065.15,0.0,1,1
2024-08-01,Furniture,Regular,CANCELLED,1869476.8,103472.28,51,19
2024-08-01,Furniture,Regular,DELIVERED,22552854.3,2115168.8,657,215
2024-08-01,Furniture,Regular,PENDING,1550783.9,135477.06,35,17
2024-08-01,Furniture,Regular,RETURNED,1405754.81,192270.18,44,19
2024-08-01,Furniture,Regular,SHIPPED,2892044.84,172361.89,82,26
2024-08-01,Furniture,Silver,CANCELLED,1009499.99,58519.85999999999,42,15
2024-08-01,Furniture,Silver,DELIVERED,8646218.58,654042.66,250,87
2024-08-01,Furniture,Silver,PENDING,1506841.1400000001,140077.1,40,15
2024-08-01,Furniture,Silver,RETURNED,976190.02,69618.45999999999,25,9
2024-08-01,Furniture,Silver,SHIPPED,427408.18,39829.69,17,9
2024-08-01,Home,Gold,CANCELLED,340952.04,22769.98,9,4
2024-08-01,Home,Gold,DELIVERED,4490607.45,297913.94,123,52
2024-08-01,Home,Gold,PENDING,367156.12,64519.270000000004,11,4
2024-08-01,Home,Gold,RETURNED,295394.01,15669.16,9,3
2024-08-01,Home,Gold,SHIPPED,419487.75,64351.33,9,3
2024-08-01,Home,Platinum,CANCELLED,189949.24,0.0,4,2
2024-08-01,Home,Platinum,DELIVERED,2804373.23,196328.27,65,20
2024-08-01,Home,Platinum,PENDING,66370.73,7374.53,1,1
2024-08-01,Home,Platinum,RETURNED,211835.09,7373.32,4,2
2024-08-01,Home,Platinum,SHIPPED,151135.84,8654.369999999999,4,2
2024-08-01,Home,Regular,CANCELLED,1375487.19,144677.28,48,17
2024-08-01,Home,Regular,DELIVERED,27426021.23,2250300.3,780,258
2024-08-01,Home,Regular,PENDING,2540735.36,244802.74000000002,66,23
2024-08-01,Home,Regular,RETURNED,3030359.66,277979.1,92,29
2024-08-01,Home,Regular,SHIPPED,3195163.5,243600.01,82,29
2024-08-01,Home,Silver,CANCELLED,1620760.27,123549.92,44,13
2024-08-01,Home,Silver,DELIVERED,7316894.68,845204.41,237,81
2024-08-01,Home,Silver,PENDING,616678.49,55426.47,23,8
2024-08-01,Home,Silver,RETURNED,1524870.8900000001,84062.68,43,10
2024-08-01,Home,Silver,SHIPPED,1138888.22,111652.16,40,11
2024-08-01,Sports,Gold,CANCELLED,357555.39,35982.42,16,5
2024-08-01,Sports,Gold,DELIVERED,4579570.96,460003.76,124,43
2024-08-01,Sports,Gold,PENDING,391851.05,19789.87,12,5
2024-08-01,Sports,Gold,RETURNED,885079.66,143748.61,26,6
2024-08-01,Sports,Gold,SHIPPED,307905.43,2703.15,8,4
2024-08-01,Sports,Platinum,CANCELLED,147483.57,26430.97,8,3
2024-08-01,Sports,Platinum,DELIVERED,2608904.5,124877.95,80,22
2024-08-01,Sports,Platinum,RETURNED,395308.63,80082.65,8,2
2024-08-01,Sports,Platinum,SHIPPED,189205.78,19232.91,6,2
2024-08-01,Sports,Regular,CANCELLED,2610851.83,224748.8,64,20
2024-08-01,Sports,Regular,DELIVERED,24881320.29,2129848.83,721,249
2024-08-01,Sports,Regular,PENDING,3933763.44,234121.18000000002,102,36
2024-08-01,Sports,Regular,RETURNED,1993267.67,129922.31,69,24
2024-08-01,Sports,Regular,SHIPPED,3659804.1999999997,269468.21,102,33
2024-08-01,Sports,Silver,CANCELLED,959242.61,99494.09,25,11
2024-08-01,Sports,Silver,DELIVERED,8421799.06,730465.09,231,79
2024-08-01,Sports,Silver,PENDING,1544728.37,189535.89,45,15
2024-08-01,Sports,Silver,RETURNED,793524.37,88271.27,23,8
2024-08-01,Sports,Silver,SHIPPED,955533.4199999999,113554.65,26,8
2024-08-01,Toys,Gold,CANCELLED,987895.47,102440.18999999999,38,9
2024-08-01,Toys,Gold,DELIVERED,5053105.8,369049.65,154,51
2024-08-01,Toys,Gold,PENDING,179254.88,8647.96,8,2
2024-08-01,Toys,Gold,RETURNED,505781.81999999995,51319.350000000006,14,4
2024-08-01,Toys,Gold,SHIPPED,462316.76,23551.03,22,9
2024-08-01,Toys,Platinum,CANCELLED,228667.04,21941.3,9,4
2024-08-01,Toys,Platinum,DELIVERED,2189448.9,152729.14,69,18
2024-08-01,Toys,Platinum,PENDING,1222.54,64.34,2,1
2024-08-01,Toys,Platinum,RETURNED,275925.54000000004,19065.39,7,4
2024-08-01,Toys,Platinum,SHIPPED,105577.79,5556.73,3,1
2024-08-01,Toys,Regular,CANCELLED,1861563.0799999998,116766.52,47,16
2024-08-01,Toys,Regular,DELIVERED,20796889.08,1617937.48,668,221
2024-08-01,Toys,Regular,PENDING,2486992.73,216282.49,88,27
2024-08-01,Toys,Regular,RETURNED,3179649.56,251260.67,90,31
2024-08-01,Toys,Regular,SHIPPED,1878163.69,72846.82,54,19
2024-08-01,Toys,Silver,CANCELLED,1178449.16,89943.1,27,11
2024-08-01,Toys,Silver,DELIVERED,7085905.59,647539.95,213,84
2024-08-01,Toys,Silver,PENDING,964305.99,67447.42,34,11
2024-08-01,Toys,Silver,RETURNED,876993.53,88264.28,22,6
2024-08-01,Toys,Silver,SHIPPED,1397589.3,121093.89,40,12
2024-09-01,Beauty,Gold,CANCELLED,756095.64,25552.09,22,5
2024-09-01,Beauty,Gold,DELIVERED,5592434.16,437230.82,132,48
2024-09-01,Beauty,Gold,PENDING,626528.95,16611.97,16,5
2024-09-01,Beauty,Gold,RETURNED,316442.06,0.0,7,3
2024-09-01,Beauty,Gold,SHIPPED,1054925.26,109146.8,24,8
2024-09-01,Beauty,Platinum,CANCELLED,242125.3,0.0,6,2
2024-09-01,Beauty,Platinum,DELIVERED,2065917.22,120686.45,45,17
2024-09-01,Beauty,Platinum,PENDING,83427.99,9269.77,2,2
2024-09-01,Beauty,Platinum,RETURNED,24655.18,5292.73,4,2
2024-09-01,Beauty,Platinum,SHIPPED,292118.28,12563.220000000001,9,4
2024-09-01,Beauty,Regular,CANCELLED,2376551.29,221281.6,62,22
2024-09-01,Beauty,Regular,DELIVERED,22528915.79,1982747.16,598,212
2024-09-01,Beauty,Regular,PENDING,2460482.35,245379.33000000002,69,22
2024-09-01,Beauty,Regular,RETURNED,2205711.68,140536.98,52,17
2024-09-01,Beauty,Regular,SHIPPED,2778169.22,285351.37,83,34
2024-09-01,Beauty,Silver,CANCELLED,1066227.19,76040.46,19,8
2024-09-01,Beauty,Silver,DELIVERED,10021295.65,942223.27,240,75
2024-09-01,Beauty,Silver,PENDING,1948769.01,99149.78,43,9
2024-09-01,Beauty,Silver,RETURNED,295258.93,17950.050000000003,9,5
2024-09-01,Beauty,Silver,SHIPPED,1271269.06,87538.92,28,8
2024-09-01,Books,Gold,CANCELLED,69723.08,0.0,1,1
2024-09-01,Books,Gold,DELIVERED,4782532.06,407656.98,143,45
2024-09-01,Books,Gold,PENDING,363005.66,74314.18000000001,17,7
2024-09-01,Books,Gold,RETURNED,142793.53,27903.38,7,3
2024-09-01,Books,Gold,SHIPPED,658818.74,67123.85,23,6
2024-09-01,Books,Platinum,CANCELLED,453064.89,0.0,11,3
2024-09-01,Books,Platinum,DELIVERED,2981028.42,206902.72,87,29
2024-09-01,Books,Platinum,PENDING,8991.09,473.22,1,1
2024-09-01,Books,Platinum,RETURNED,52432.72,5825.86,2,1
2024-09-01,Books,Platinum,SHIPPED,183738.88,54166.97,5,2
2024-09-01,Books,Regular,CANCELLED,3080883.4,351358.99,86,26
2024-09-01,Books,Regular,DELIVERED,23286247.72,1962696.09,657,222
2024-09-01,Books,Regular,PENDING,2611641.12,152571.59,75,30
2024-09-01,Books,Regular,RETURNED,2964327.64,299535.51,77,25
2024-09-01,Books,Regular,SHIPPED,3613856.09,243124.8,94,31
2024-09-01,Books,Silver,CANCELLED,1100129.98,95707.36,42,11
2024-09-01,Books,Silver,DELIVERED,7976057.2,579191.5,222,77
2024-09-01,Books,Silver,PENDING,837916.54,15350.789999999999,22,7
2024-09-01,Books,Silver,RETURNED,912172.9,108843.01000000001,27,7
2024-09-01,Books,Silver,SHIPPED,2729857.54,291301.87,81,24
2024-09-01,Electronics,Gold,CANCELLED,303690.59,9354.17,5,2
2024-09-01,Electronics,Gold,DELIVERED,3989882.27,271030.48,122,46
2024-09-01,Electronics,Gold,PENDING,462299.5,43937.340000000004,14,6
2024-09-01,Electronics,Gold,RETURNED,783984.64,32510.3,16,3
2024-09-01,Electronics,Gold,SHIPPED,501730.67,4945.96,14,6
2024-09-01,Electronics,Platinum,CANCELLED,40021.1,7062.55,1,1
2024-09-01,Electronics,Platinum,DELIVERED,1889322.3599999999,156237.08000000002,44,14
2024-09-01,Electronics,Platinum,PENDING,164945.09,44615.29,5,2
2024-09-01,Electronics,Platinum,RETURNED,103665.94,8189.11,5,2
2024-09-01,Electronics,Platinum,SHIPPED,952794.73,100760.23999999999,22,6
2024-09-01,Electronics,Regular,CANCELLED,2983047.84,162420.7,81,27
2024-09-01,Electronics,Regular,DELIVERED,19291661.77,1411736.78,529,191
2024-09-01,Electronics,Regular,PENDING,2056640.77,187775.66999999998,47,19
2024-09-01,Electronics,Regular,RETURNED,1430573.15,118473.03,53,19
2024-09-01,Electronics,Regular,SHIPPED,3576275.63,263304.47,91,32
2024-09-01,Electronics,Silver,CANCELLED,582707.8200000001,53380.68,22,8
2024-09-01,Electronics,Silver,DELIVERED,5732866.08,332508.44,185,58
2024-09-01,Electronics,Silver,PENDING,239476.99,38340.0,5,3
2024-09-01,Electronics,Silver,RETURNED,229946.56,7960.410000000001,7,4
2024-09-01,Electronics,Silver,SHIPPED,1629458.14,115539.7,40,14
2024-09-01,Fashion,Gold,CANCELLED,310836.02999999997,38552.81,12,5
2024-09-01,Fashion,Gold,DELIVERED,4878168.57,554475.39,145,45
2024-09-01,Fashion,Gold,PENDING,309107.04000000004,6917.83,10,4
2024-09-01,Fashion,Gold,RETURNED,787265.41,57015.82,18,6
2024-09-01,Fashion,Gold,SHIPPED,510469.01,27013.449999999997,16,3
2024-09-01,Fashion,Platinum,CANCELLED,506345.4,30172.34,14,4
2024-09-01,Fashion,Platinum,DELIVERED,3119223.64,182033.36000000002,83,31
2024-09-01,Fashion,Platinum,PENDING,114401.15,11684.04,7,2
2024-09-01,Fashion,Platinum,SHIPPED,243891.05,5360.39,8,3
2024-09-01,Fashion,Regular,CANCELLED,3555641.17,331376.26,80,26
2024-09-01,Fashion,Regular,DELIVERED,20290840.1,1527428.02,578,201
2024-09-01,Fashion,Regular,PENDING,2833410.26,249663.14,85,28
2024-09-01,Fashion,Regular,RETURNED,2411839.05,266625.29,62,22
2024-09-01,Fashion,Regular,SHIPPED,2982702.73,357143.07,88,24
2024-09-01,Fashion,Silver,CANCELLED,1430797.36,118573.61,38,11
2024-09-01,Fashion,Silver,DELIVERED,6774609.42,550880.1,198,61
2024-09-01,Fashion,Silver,PENDING,494545.61,50992.44,13,6
2024-09-01,Fashion,Silver,RETURNED,144354.71,7864.29,6,4
2024-09-01,Fashion,Silver,SHIPPED,1707771.07,116494.21,40,12
2024-09-01,Furniture,Gold,CANCELLED,201817.02,50454.26,4,1
2024-09-01,Furniture,Gold,DELIVERED,3935653.32,328480.47000000003,116,39
2024-09-01,Furniture,Gold,PENDING,25066.32,357.58,4,2
2024-09-01,Furniture,Gold,RETURNED,239685.84,0.0,8,2
2024-09-01,Furniture,Gold,SHIPPED,232062.36,31363.62,6,3
2024-09-01,Furniture,Platinum,CANCELLED,63503.5,3158.86,4,3
2024-09-01,Furniture,Platinum,DELIVERED,1925143.42,131046.65,72,23
2024-09-01,Furniture,Platinum,PENDING,492118.67,39884.03,11,3
