order_date,total_orders,total_items,gross_revenue,total_discount,total_tax,net_revenue,average_order_value,unique_customers
2024-12-15,52,371,13298503.99,1037741.50,0.00,12260762.49,235783.89,52
2024-12-16,45,366,14408612.96,995875.93,0.00,13412737.03,298060.82,45
2024-12-17,58,396,14694714.67,1279724.86,0.00,13414989.81,231292.93,57
2024-12-18,63,469,17176607.04,1363523.33,0.00,15813083.71,251001.33,62
2024-12-19,51,392,14389762.56,1179735.84,0.00,13210026.72,259020.13,51
2024-12-20,51,413,14893958.72,1079015.85,0.00,13814942.87,270881.23,51
2024-12-21,48,318,12211814.59,1013820.66,0.00,11197993.93,233291.54,48
2024-12-22,49,339,12807111.85,956560.78,0.00,11850551.07,241847.98,49
2024-12-23,44,362,13052736.43,1068465.26,0.00,11984271.17,272369.8,44
2024-12-24,62,468,16971801.54,1277574.63,0.00,15694226.91,253132.69,62
2024-12-25,47,331,13691650.75,955847.06,0.00,12735803.69,270974.55,45
2024-12-26,56,379,14688739.92,1127972.51,0.00,13560767.41,242156.56,56
2024-12-27,61,442,17565629.21,1268840.90,0.00,16296788.31,267160.46,61
2024-12-28,44,350,13118938.59,1051520.59,0.00,12067418.00,274259.5,43
2024-12-29,53,328,12483646.63,975756.75,0.00,11507889.88,217130.0,53
2024-12-30,62,443,17342441.93,1425333.33,0.00,15917108.60,256727.56,62
2024-12-31,60,399,14829150.61,1241226.69,0.00,13587923.92,226465.4,60
2025-01-01,41,319,12034310.84,959701.39,0.00,11074609.45,270112.43,41
2025-01-02,46,333,12803496.59,1029968.57,0.00,11773528.02,255946.26,46
2025-01-03,37,248,10219672.29,823714.65,0.00,9395957.64,253944.8,37
2025-01-04,52,410,15439247.99,1124946.32,0.00,14314301.67,275275.03,51
2025-01-05,51,368,13860987.18,1268235.71,0.00,12592751.47,246916.7,50
2025-01-06,68,494,18099651.75,1432485.84,0.00,16667165.91,245105.38,67
2025-01-07,63,453,16696569.41,1286347.53,0.00,15410221.88,244606.7,63
2025-01-08,40,296,11304694.30,865031.14,0.00,10439663.16,260991.58,40
2025-01-09,49,371,13619413.41,1252014.46,0.00,12367398.95,252395.9,48
2025-01-10,59,461,17817350.88,1342638.18,0.00,16474712.70,279232.42,59
2025-01-11,55,419,16668637.38,1320340.81,0.00,15348296.57,279059.94,54
2025-01-12,49,374,15109995.21,1318715.47,0.00,13791279.74,281454.69,49
2025-01-13,57,372,14441648.08,1234104.52,0.00,13207543.56,231711.29,57
2025-01-14,52,382,15247879.92,988872.95,0.00,14259006.97,274211.67,52
2025-01-15,52,361,13753242.35,1079861.06,0.00,12673381.29,243718.87,52
2025-01-16,63,512,18814231.66,1452322.90,0.00,17361908.76,275585.85,63
2025-01-17,48,395,15765241.44,1380137.15,0.00,14385104.29,299689.67,48
2025-01-18,49,368,14200062.41,974687.51,0.00,13225374.90,269905.61,49
2025-01-19,59,404,14948977.01,1110714.99,0.00,13838262.02,234546.81,59
2025-01-20,49,334,11836950.03,807379.47,0.00,11029570.56,225093.28,49
2025-01-21,43,294,11314767.66,727157.23,0.00,10587610.43,246223.5,43
2025-01-22,54,426,17420748.88,1596354.58,0.00,15824394.30,293044.34,54
2025-01-23,65,486,19316998.22,1581584.85,0.00,17735413.37,272852.51,65
2025-01-24,49,376,14561217.64,1088922.15,0.00,13472295.49,274944.81,49
2025-01-25,66,485,19433627.22,1386913.75,0.00,18046713.47,273435.05,66
2025-01-26,48,359,14420870.34,1097398.47,0.00,13323471.87,277572.33,47
2025-01-27,57,450,18114376.37,1400930.05,0.00,16713446.32,293218.36,57
2025-01-28,48,383,14291461.06,1140071.88,0.00,13151389.18,273987.27,48
2025-01-29,56,440,16675159.83,1246287.07,0.00,15428872.76,275515.59,56
2025-01-30,50,356,12542414.72,972479.37,0.00,11569935.35,231398.71,50
2025-01-31,51,397,16046857.69,1266859.85,0.00,14779997.84,289803.88,50
2025-02-01,67,511,18871986.67,1344223.48,0.00,17527763.19,261608.41,67
2025-02-02,44,300,11281296.72,801393.49,0.00,10479903.23,238179.62,44
2025-02-03,64,486,19327392.82,1668791.11,0.00,17658601.71,275915.65,64
2025-02-04,46,373,14309090.08,1052915.98,0.00,13256174.10,288177.7,46
2025-02-05,54,408,16705942.82,1197321.67,0.00,15508621.15,287196.69,54
2025-02-06,46,380,15238914.76,1349409.38,0.00,13889505.38,301945.77,46
2025-02-07,68,540,20562744.43,1658440.27,0.00,18904304.16,278004.47,68
2025-02-08,48,361,13676126.78,1129882.83,0.00,12546243.95,261380.08,48
2025-02-09,56,431,16372769.78,1203525.79,0.00,15169243.99,270879.36,56
2025-02-10,59,473,18542129.16,1528628.35,0.00,17013500.81,288364.42,58
2025-02-11,58,416,17001181.50,1225926.03,0.00,15775255.47,271987.16,58
2025-02-12,59,417,16125606.20,1502886.26,0.00,14622719.94,247842.71,58
2025-02-13,55,446,17411236.50,1371917.56,0.00,16039318.94,291623.98,54
2025-02-14,42,341,13351101.25,1146949.58,0.00,12204151.67,290575.04,42
2025-02-15,61,425,15637295.84,1418120.97,0.00,14219174.87,233101.23,61
2025-02-16,53,378,14679661.12,1140901.17,0.00,13538759.95,255448.3,53
2025-02-17,56,465,17122979.39,1191524.13,0.00,15931455.26,284490.27,54
2025-02-18,46,361,13489575.70,1120787.97,0.00,12368787.73,268886.69,46
2025-02-19,53,422,17118681.61,1389297.41,0.00,15729384.20,296780.83,53
2025-02-20,48,330,12239995.48,1114746.04,0.00,11125249.44,231776.03,48
2025-02-21,58,378,14095964.54,1126351.98,0.00,12969612.56,223614.01,58
2025-02-22,50,402,14835074.66,1290161.65,0.00,13544913.01,270898.26,49
2025-02-23,61,406,16232682.87,1145944.10,0.00,15086738.77,247323.59,61
2025-02-24,52,366,13918044.50,1119261.12,0.00,12798783.38,246130.45,51
2025-02-25,57,459,17839996.88,1317716.99,0.00,16522279.89,289864.56,57
2025-02-26,67,532,20106065.18,1621567.03,0.00,18484498.15,275888.03,67
2025-02-27,64,429,15543531.30,1137557.52,0.00,14405973.78,225093.34,64
2025-02-28,57,474,19147604.29,1474451.52,0.00,17673152.77,310055.31,56
2025-03-01,56,420,17058707.13,1075619.74,0.00,15983087.39,285412.27,56
2025-03-02,59,425,16372332.46,1367661.29,0.00,15004671.17,254316.46,58
2025-03-03,54,392,15296291.06,1238355.38,0.00,14057935.68,260332.14,54
2025-03-04,49,308,12572475.46,954907.99,0.00,11617567.47,237093.21,49
2025-03-05,54,417,16818748.94,1453457.97,0.00,15365290.97,284542.43,54
2025-03-06,52,366,15649818.05,1033176.81,0.00,14616641.24,281089.25,51
2025-03-07,55,355,13571454.89,1088753.15,0.00,12482701.74,226958.21,54
2025-03-08,60,477,18968042.58,1279041.46,0.00,17689001.12,294816.69,59
2025-03-09,45,290,10715717.15,790390.03,0.00,9925327.12,220562.82,44
2025-03-10,45,396,15478736.66,1059215.78,0.00,14419520.88,320433.8,45
2025-03-11,60,466,17545671.22,1240599.68,0.00,16305071.54,271751.19,60
2025-03-12,59,430,16375301.72,1240862.47,0.00,15134439.25,256515.92,58
2025-03-13,48,353,13313206.55,1014473.21,0.00,12298733.34,256223.61,48
2025-03-14,59,454,15821058.63,1357548.28,0.00,14463510.35,245144.24,58
2025-03-15,59,399,15385641.01,1285604.14,0.00,14100036.87,238983.68,59
2025-03-16,68,534,19661063.55,1459305.29,0.00,18201758.26,267672.92,68
2025-03-17,46,336,13407098.92,999630.11,0.00,12407468.81,269727.58,46
2025-03-18,71,601,22048147.23,1865548.59,0.00,20182598.64,284261.95,71
2025-03-19,57,422,16788098.97,1472141.64,0.00,15315957.33,268701.01,56
2025-03-20,48,290,11549362.87,898882.03,0.00,10650480.84,221885.02,48
2025-03-21,48,378,14954649.56,971677.01,0.00,13982972.55,291311.93,48
2025-03-22,50,399,17182702.68,1390186.60,0.00,15792516.08,315850.32,50
2025-03-23,55,435,15176219.99,1399611.85,0.00,13776608.14,250483.78,55
2025-03-24,55,425,15738773.84,1288739.41,0.00,14450034.43,262727.9,55
2025-03-25,55,423,17229536.74,1418442.70,0.00,15811094.04,287474.44,55
2025-03-26,63,532,21657213.09,1568353.95,0.00,20088859.14,318870.78,63
2025-03-27,50,369,13263994.97,1010192.15,0.00,12253802.82,245076.06,50
2025-03-28,49,298,11750156.09,742995.72,0.00,11007160.37,224635.93,49
2025-03-29,49,395,13978489.97,1120882.18,0.00,12857607.79,262400.16,49
2025-03-30,53,398,15066525.68,1065897.74,0.00,14000627.94,264162.79,53
2025-03-31,51,424,15999447.05,1267115.74,0.00,14732331.31,288869.24,49
2025-04-01,63,477,18948175.87,1643432.02,0.00,17304743.85,274678.47,63
2025-04-02,63,428,17186942.60,1414356.07,0.00,15772586.53,250358.52,63
2025-04-03,52,387,15677313.43,1510959.75,0.00,14166353.68,272429.88,52
2025-04-04,65,569,21922263.38,1915816.26,0.00,20006447.12,307791.49,65
2025-04-05,44,380,15061251.87,1251535.84,0.00,13809716.03,313857.18,44
2025-04-06,57,509,19865795.52,1480891.86,0.00,18384903.66,322542.17,55
2025-04-07,52,387,14449357.24,1332663.00,0.00,13116694.24,252244.12,52
2025-04-08,54,424,15805521.52,1193741.18,0.00,14611780.34,270588.52,53
2025-04-09,54,415,15378127.78,1090382.68,0.00,14287745.10,264587.87,54
2025-04-10,45,372,14657221.32,1217729.22,0.00,13439492.10,298655.38,45
2025-04-11,52,365,14586125.32,1078234.90,0.00,13507890.42,259767.12,52
2025-04-12,63,511,19835581.43,1642654.09,0.00,18192927.34,288776.62,62
2025-04-13,44,333,13990075.22,972027.21,0.00,13018048.01,295864.73,44
2025-04-14,55,453,16725120.55,1297256.28,0.00,15427864.27,280506.62,55
2025-04-15,56,402,13918270.04,1121075.61,0.00,12797194.43,228521.33,56
2025-04-16,52,440,17912281.22,1280795.47,0.00,16631485.75,319836.26,52
2025-04-17,38,268,11322125.56,898351.15,0.00,10423774.41,274309.85,38
2025-04-18,48,361,13422809.71,1113623.69,0.00,12309186.02,256441.38,48
2025-04-19,53,343,13496286.49,1261766.27,0.00,12234520.22,230840.0,53
2025-04-20,59,508,19104395.67,1520595.78,0.00,17583799.89,298030.51,59
2025-04-21,51,395,14635015.43,1102430.79,0.00,13532584.64,265344.8,51
2025-04-22,46,344,11742970.46,714426.96,0.00,11028543.50,239750.95,46
2025-04-23,51,401,15390167.88,1244460.53,0.00,14145707.35,277366.81,51
2025-04-24,50,331,12907767.99,979284.29,0.00,11928483.70,238569.67,50
2025-04-25,51,374,14233671.68,1127972.48,0.00,13105699.20,256974.49,50
2025-04-26,54,424,15851963.87,1235022.34,0.00,14616941.53,270684.1,54
2025-04-27,56,447,17035929.05,1289107.92,0.00,15746821.13,281193.23,55
2025-04-28,46,373,15670580.01,1458215.20,0.00,14212364.81,308964.45,46
2025-04-29,54,419,15446374.16,1391546.14,0.00,14054828.02,260274.59,53
2025-04-30,59,434,16166050.10,1168146.24,0.00,14997903.86,254201.76,58
2025-05-01,54,408,14693878.17,1218532.31,0.00,13475345.86,249543.44,53
2025-05-02,56,439,16642720.28,1295733.51,0.00,15346986.77,274053.34,56
2025-05-03,59,461,16868248.94,1334795.12,0.00,15533453.82,263278.88,59
2025-05-04,42,316,11433583.74,893361.88,0.00,10540221.86,250957.66,42
2025-05-05,51,400,15760337.43,1051989.07,0.00,14708348.36,288398.99,50
2025-05-06,49,321,13374601.98,1052671.78,0.00,12321930.20,251467.96,48
2025-05-07,61,444,17848650.92,1455634.38,0.00,16393016.54,268737.98,61
2025-05-08,37,232,8739134.07,732167.72,0.00,8006966.35,216404.5,37
2025-05-09,55,445,17926997.45,1663607.26,0.00,16263390.19,295698.0,54
2025-05-10,55,439,17121760.04,1272765.73,0.00,15848994.31,288163.53,55
2025-05-11,55,410,16917218.57,1343984.42,0.00,15573234.15,283149.71,55
2025-05-12,59,448,16494307.86,1174798.22,0.00,15319509.64,259652.71,59
2025-05-13,52,412,14527316.31,1214576.13,0.00,13312740.18,256014.23,51
2025-05-14,49,341,13773821.69,1166659.60,0.00,12607162.09,257289.02,49
2025-05-15,50,364,14557468.95,1164392.37,0.00,13393076.58,267861.53,50
2025-05-16,61,470,17848965.37,1192471.57,0.00,16656493.80,273057.28,61
2025-05-17,58,395,15155430.89,1028330.43,0.00,14127100.46,243570.7,57
2025-05-18,56,454,16808744.50,1194571.04,0.00,15614173.46,278824.53,56
2025-05-19,47,322,13056094.83,849526.49,0.00,12206568.34,259714.22,47
2025-05-20,68,534,20178785.09,1631430.62,0.00,18547354.47,272755.21,66
2025-05-21,58,430,16422947.40,1153487.73,0.00,15269459.67,263266.55,58
2025-05-22,47,382,14735482.42,1175082.98,0.00,13560399.44,288519.14,46
2025-05-23,56,389,14120500.21,1101842.11,0.00,13018658.10,232476.04,56
2025-05-24,55,396,15595290.18,1301265.29,0.00,14294024.89,259891.36,55
2025-05-25,51,414,14556817.94,1167979.63,0.00,13388838.31,262526.24,50
2025-05-26,42,309,11998089.92,911752.94,0.00,11086336.98,263960.4,42
2025-05-27,56,469,17481644.35,1461859.33,0.00,16019785.02,286067.59,56
2025-05-28,47,351,13972473.85,1049286.59,0.00,12923187.26,274961.43,47
2025-05-29,46,348,13976205.15,1102918.34,0.00,12873286.81,279854.06,46
2025-05-30,52,397,15003529.09,1329265.63,0.00,13674263.46,262966.61,52
2025-05-31,60,485,17543393.44,1487302.09,0.00,16056091.35,267601.52,60
2025-06-01,58,393,15043217.90,1016094.26,0.00,14027123.64,241846.96,58
2025-06-02,58,400,15784622.95,1203814.73,0.00,14580808.22,251393.25,57
2025-06-03,54,392,15717645.01,1188470.74,0.00,14529174.27,269058.78,54
2025-06-04,56,426,15845002.62,1426043.94,0.00,14418958.68,257481.41,54
2025-06-05,45,369,14585074.99,1124363.39,0.00,13460711.60,299126.92,45
2025-06-06,72,477,18315981.60,1411781.61,0.00,16904199.99,234780.56,71
2025-06-07,50,348,13436331.58,927090.30,0.00,12509241.28,250184.83,50
2025-06-08,53,406,15947085.30,1266354.00,0.00,14680731.30,276994.93,52
2025-06-09,49,338,11772287.18,904066.17,0.00,10868221.01,221800.43,49
2025-06-10,45,320,12855886.61,1011740.75,0.00,11844145.86,263203.24,45
2025-06-11,59,395,14521040.75,1078754.56,0.00,13442286.19,227835.36,59
2025-06-12,51,419,14636960.31,1044616.85,0.00,13592343.46,266516.54,50
2025-06-13,66,535,21053580.09,1546853.77,0.00,19506726.32,295556.46,66
2025-06-14,50,397,15910428.78,1202110.24,0.00,14708318.54,294166.37,50
2025-06-15,55,430,15549759.54,1560255.98,0.00,13989503.56,254354.61,55
2025-06-16,47,398,15488132.71,1084979.17,0.00,14403153.54,306450.08,47
2025-06-17,53,335,13524734.38,1160967.65,0.00,12363766.73,233278.62,53
2025-06-18,48,313,12213379.06,894431.86,0.00,11318947.20,235811.4,48
2025-06-19,50,373,13644959.00,1233821.36,0.00,12411137.64,248222.75,50
2025-06-20,51,404,15725036.24,1187793.09,0.00,14537243.15,285043.98,51
2025-06-21,51,413,14459223.71,1195218.31,0.00,13264005.40,260078.54,51
2025-06-22,65,441,18065509.52,1396170.60,0.00,16669338.92,256451.37,64
2025-06-23,57,442,17290198.44,1371591.13,0.00,15918607.31,279273.81,56
2025-06-24,51,392,15240411.07,1314351.61,0.00,13926059.46,273059.99,51
2025-06-25,39,290,11077772.44,868616.44,0.00,10209156.00,261773.23,39
2025-06-26,53,415,15612207.09,1200562.43,0.00,14411644.66,271917.82,53
2025-06-27,55,390,14555983.62,1192399.38,0.00,13363584.24,242974.26,55
2025-06-28,41,293,11465638.70,816232.51,0.00,10649406.19,259741.61,41
2025-06-29,61,433,16547194.20,1251641.29,0.00,15295552.91,250746.77,61
2025-06-30,43,339,11724785.74,1049417.44,0.00,10675368.30,248264.38,43
2025-07-01,57,375,13992696.66,1070916.86,0.00,12921779.80,226697.89,57
2025-07-02,51,371,14281802.30,1068731.11,0.00,13213071.19,259079.83,51
2025-07-03,49,341,12681002.52,1053187.31,0.00,11627815.21,237302.35,49
2025-07-04,50,380,14726771.12,1347051.20,0.00,13379719.92,267594.4,50
2025-07-05,56,393,13271697.11,940466.58,0.00,12331230.53,220200.55,56
2025-07-06,57,415,17512220.53,1532030.45,0.00,15980190.08,280354.21,57
2025-07-07,51,322,12516714.13,894842.60,0.00,11621871.53,227879.83,49
2025-07-08,59,426,15823003.85,1224483.53,0.00,14598520.32,247432.55,59
2025-07-09,59,467,18759216.00,1329558.67,0.00,17429657.33,295417.92,58
2025-07-10,52,414,15381224.51,1300608.27,0.00,14080616.24,270781.08,51
2025-07-11,50,387,14914986.27,1024526.04,0.00,13890460.23,277809.2,49
2025-07-12,40,335,12199479.71,761799.28,0.00,11437680.43,285942.01,40
2025-07-13,61,453,17200127.25,1533102.74,0.00,15667024.51,256836.47,61
2025-07-14,51,393,14306123.65,1249596.70,0.00,13056526.95,256010.33,51
2025-07-15,55,438,17506886.60,1424313.11,0.00,16082573.49,292410.43,54
2025-07-16,58,431,16640573.55,1345504.39,0.00,15295069.16,263708.09,58
2025-07-17,45,389,15543662.84,1007988.44,0.00,14535674.40,323014.99,45
2025-07-18,43,315,11450888.95,819821.58,0.00,10631067.37,247234.12,43
2025-07-19,57,394,15605852.64,1166978.99,0.00,14438873.65,253313.57,57
2025-07-20,59,494,19544835.66,1242267.84,0.00,18302567.82,310213.01,59
2025-07-21,63,487,19098938.77,1396547.07,0.00,17702391.70,280990.34,63
2025-07-22,48,372,14816174.19,1156870.31,0.00,13659303.88,284568.83,48
2025-07-23,47,346,12182965.87,895537.87,0.00,11287428.00,240158.04,46
2025-07-24,59,370,12983293.22,985940.55,0.00,11997352.67,203344.96,58
2025-07-25,53,345,12919732.89,1018859.66,0.00,11900873.23,224544.78,53
2025-07-26,45,299,11308252.80,887911.67,0.00,10420341.13,231563.14,44
2025-07-27,60,459,17311070.23,1292368.78,0.00,16018701.45,266978.36,60
2025-07-28,48,323,12635488.32,1052818.48,0.00,11582669.84,241305.62,48
2025-07-29,49,338,12238271.31,880963.24,0.00,11357308.07,231781.8,49
2025-07-30,63,462,18053666.49,1393388.04,0.00,16660278.45,264448.86,63
2025-07-31,54,373,14064193.48,1138316.81,0.00,12925876.67,239368.09,53
2025-08-01,45,343,13945251.20,982770.94,0.00,12962480.26,288055.12,44
2025-08-02,45,320,13401788.37,1025460.82,0.00,12376327.55,275029.5,45
2025-08-03,57,433,14418887.71,1176444.54,0.00,13242443.17,232323.56,57
2025-08-04,46,369,14562217.14,1133288.13,0.00,13428929.01,291933.24,45
2025-08-05,50,357,12910459.45,849046.70,0.00,12061412.75,241228.26,50
2025-08-06,58,507,19191759.04,1450698.75,0.00,17741060.29,305880.35,58
2025-08-07,58,436,16746019.08,1025980.83,0.00,15720038.25,271035.14,58
2025-08-08,51,424,16034097.10,1313700.00,0.00,14720397.10,288635.24,51
2025-08-09,62,454,17709256.21,1459831.24,0.00,16249424.97,262087.5,62
2025-08-10,48,341,13312147.71,1013252.38,0.00,12298895.33,256226.99,48
2025-08-11,54,411,15888312.29,1410314.88,0.00,14477997.41,268111.06,54
2025-08-12,54,450,18732929.45,1250273.30,0.00,17482656.15,323752.89,53
2025-08-13,59,392,14885607.65,807340.96,0.00,14078266.69,238614.69,59
2025-08-14,64,482,18357397.13,1406526.48,0.00,16950870.65,264857.35,64
2025-08-15,58,419,16741783.84,1368838.79,0.00,15372945.05,265050.78,58
2025-08-16,54,387,13990196.67,1235520.92,0.00,12754675.75,236197.7,53
2025-08-17,59,470,18554031.54,1342410.06,0.00,17211621.48,291722.4,59
2025-08-18,55,422,16499488.36,1299847.22,0.00,15199641.14,276357.11,55
2025-08-19,47,358,13096482.30,1050156.32,0.00,12046325.98,256304.81,46
2025-08-20,60,471,17614862.82,1492485.67,0.00,16122377.15,268706.29,59
2025-08-21,56,380,15139861.85,889218.48,0.00,14250643.37,254475.77,56
2025-08-22,61,416,15990383.18,1570171.65,0.00,14420211.53,236396.91,60
2025-08-23,56,421,16156527.56,1389754.90,0.00,14766772.66,263692.37,56
2025-08-24,52,333,11971161.10,1026351.51,0.00,10944809.59,210477.11,52
2025-08-25,45,332,11671232.12,1003127.51,0.00,10668104.61,237068.99,45
2025-08-26,61,458,18016056.20,1540499.59,0.00,16475556.61,270091.09,61
2025-08-27,60,405,16536974.12,1380530.75,0.00,15156443.37,252607.39,60
2025-08-28,53,497,21285723.70,1902577.43,0.00,19383146.27,365719.74,53
2025-08-29,63,443,15799732.29,1235119.64,0.00,14564612.65,231184.33,62
2025-08-30,43,322,12004353.09,1024660.10,0.00,10979692.99,255341.7,43
2025-08-31,38,279,11121597.82,1106815.47,0.00,10014782.35,263546.9,38
2025-09-01,52,376,15373394.95,1074185.38,0.00,14299209.57,274984.8,52
2025-09-02,58,436,17174039.92,1518835.10,0.00,15655204.82,269917.32,58
2025-09-03,49,368,13482450.48,1126756.33,0.00,12355694.15,252157.02,48
2025-09-04,50,369,13980740.11,1084805.11,0.00,12895935.00,257918.7,50
2025-09-05,60,425,16342998.78,1298282.19,0.00,15044716.59,250745.28,60
2025-09-06,44,305,12118424.31,689903.90,0.00,11428520.41,259739.1,44
2025-09-07,65,461,16544973.49,1483560.40,0.00,15061413.09,231714.05,65
2025-09-08,66,533,22039019.87,2092463.23,0.00,19946556.64,302220.56,65
2025-09-09,52,375,15423157.23,1302525.01,0.00,14120632.22,271550.62,52
2025-09-10,64,479,17355213.74,1109673.69,0.00,16245540.05,253836.56,64
2025-09-11,57,432,16040247.68,1258451.03,0.00,14781796.65,259329.77,57
2025-09-12,57,426,16505993.82,1074439.27,0.00,15431554.55,270729.03,57
2025-09-13,48,391,15552571.75,1369047.22,0.00,14183524.53,295490.09,48
2025-09-14,37,252,8799632.01,832076.03,0.00,7967555.98,215339.35,36
2025-09-15,47,345,13422786.55,1155569.73,0.00,12267216.82,261004.61,47
2025-09-16,49,356,13639861.40,1080882.26,0.00,12558979.14,256305.7,49
2025-09-17,60,456,17045839.56,1358836.96,0.00,15687002.60,261450.04,59
2025-09-18,51,416,14897918.17,1161923.93,0.00,13735994.24,269333.22,50
2025-09-19,50,343,12048900.63,841195.62,0.00,11207705.01,224154.1,50
2025-09-20,65,524,19997903.02,1543384.37,0.00,18454518.65,283915.67,65
2025-09-21,60,461,18125294.13,1413358.75,0.00,16711935.38,278532.26,60
2025-09-22,48,350,14683509.04,1034367.79,0.00,13649141.25,284357.11,48
2025-09-23,51,404,15644706.11,1393465.93,0.00,14251240.18,279436.08,51
2025-09-24,55,380,13667781.07,1013302.95,0.00,12654478.12,230081.42,53
2025-09-25,62,553,20740247.56,1633653.39,0.00,19106594.17,308170.87,62
2025-09-26,55,455,17989640.20,1359024.76,0.00,16630615.44,302374.83,55
2025-09-27,52,429,15965636.28,1229259.69,0.00,14736376.59,283391.86,52
2025-09-28,53,396,14901217.17,1114736.42,0.00,13786480.75,260122.28,53
2025-09-29,64,515,19979498.51,1635153.36,0.00,18344345.15,286630.39,64
2025-09-30,47,362,13577081.86,1151681.98,0.00,12425399.88,264370.21,47
2025-10-01,63,455,17023190.35,1264818.10,0.00,15758372.25,250132.89,62
2025-10-02,50,386,15385471.86,1334689.32,0.00,14050782.54,281015.65,50
2025-10-03,56,402,15656031.05,1118879.56,0.00,14537151.49,259591.99,56
2025-10-04,49,367,14105798.28,1014349.93,0.00,13091448.35,267172.42,49
2025-10-05,54,381,14206947.85,1257514.29,0.00,12949433.56,239804.33,53
2025-10-06,55,394,14555927.74,1106481.07,0.00,13449446.67,244535.39,55
2025-10-07,61,427,16888525.66,1379885.52,0.00,15508640.14,254240.0,61
2025-10-08,58,407,14415919.76,1277159.35,0.00,13138760.41,226530.35,58
2025-10-09,42,283,10362725.32,887275.67,0.00,9475449.65,225605.94,42
2025-10-10,56,439,18072323.11,1335460.47,0.00,16736862.64,298872.55,56
2025-10-11,64,528,19700649.84,1606923.75,0.00,18093726.09,282714.47,64
2025-10-12,56,372,13202392.94,1102536.94,0.00,12099856.00,216068.86,56
2025-10-13,56,405,14969637.09,1027545.62,0.00,13942091.47,248965.92,56
2025-10-14,56,437,16831784.45,1298340.83,0.00,15533443.62,277382.92,56
2025-10-15,63,486,16811376.78,1241631.97,0.00,15569744.81,247138.81,63
2025-10-16,60,456,16950304.82,1417384.62,0.00,15532920.20,258882.0,59
2025-10-17,53,421,16111926.67,1422816.32,0.00,14689110.35,277153.03,52
2025-10-18,54,408,14898141.97,1119397.28,0.00,13778744.69,255161.94,54
2025-10-19,48,372,14950716.72,1200507.81,0.00,13750208.91,286462.69,48
2025-10-20,49,416,15198075.54,1189068.91,0.00,14009006.63,285898.09,47
2025-10-21,66,543,21986766.39,1691457.44,0.00,20295308.95,307504.68,66
2025-10-22,47,356,13261637.65,1253994.86,0.00,12007642.79,255481.76,47
2025-10-23,57,468,17562667.36,1365724.82,0.00,16196942.54,284156.89,57
2025-10-24,58,426,16638022.51,1352400.05,0.00,15285622.46,263545.21,58
2025-10-25,40,285,9909848.63,968426.70,0.00,8941421.93,223535.55,40
2025-10-26,55,423,14006396.65,1335432.85,0.00,12670963.80,230381.16,55
2025-10-27,45,357,13012758.30,890981.32,0.00,12121776.98,269372.82,45
2025-10-28,51,365,14958495.89,1066340.82,0.00,13892155.07,272395.2,49
2025-10-29,46,318,12359718.90,966233.59,0.00,11393485.31,247684.46,46
2025-10-30,43,298,12080541.60,1027684.57,0.00,11052857.03,257043.19,43
2025-10-31,60,427,16784359.25,1441388.28,0.00,15342970.97,255716.18,60
2025-11-01,48,380,15063717.39,1179864.48,0.00,13883852.91,289246.94,47
2025-11-02,58,461,16684509.41,1272022.32,0.00,15412487.09,265732.54,58
2025-11-03,50,352,14129990.25,1212555.70,0.00,12917434.55,258348.69,50
2025-11-04,66,499,18030817.53,1465159.54,0.00,16565657.99,250994.82,66
2025-11-05,51,365,15027602.41,1247005.63,0.00,13780596.78,270207.78,51
2025-11-06,54,414,15741915.43,1252623.15,0.00,14489292.28,268320.23,53
2025-11-07,54,427,14928851.15,1048086.36,0.00,13880764.79,257051.2,54
2025-11-08,44,342,12921429.39,912779.66,0.00,12008649.73,272923.86,44
2025-11-09,48,314,11495357.79,790984.96,0.00,10704372.83,223007.77,48
2025-11-10,43,311,11478286.29,806938.07,0.00,10671348.22,248170.89,43
2025-11-11,54,391,15623744.61,1258678.65,0.00,14365065.96,266019.74,54
2025-11-12,56,467,18001884.72,1280205.44,0.00,16721679.28,298601.42,56
2025-11-13,61,484,18667175.68,1590127.09,0.00,17077048.59,279951.62,60
2025-11-14,47,349,13789039.95,972880.23,0.00,12816159.72,272684.25,46
2025-11-15,43,336,12388621.81,1175852.08,0.00,11212769.73,260762.09,43
2025-11-16,57,406,15439518.24,1095531.92,0.00,14343986.32,251648.88,57
2025-11-17,53,369,13584215.76,1025634.15,0.00,12558581.61,236954.37,53
2025-11-18,52,325,11269506.96,713274.95,0.00,10556232.01,203004.46,51
2025-11-19,53,431,17172932.25,1239816.29,0.00,15933115.96,300624.83,52
2025-11-20,59,406,15817206.36,1209947.53,0.00,14607258.83,247580.66,58
2025-11-21,49,332,14056702.85,787192.88,0.00,13269509.97,270806.33,49
2025-11-22,39,296,10129513.35,781705.90,0.00,9347807.45,239687.37,39
2025-11-23,53,360,14558681.39,1155635.07,0.00,13403046.32,252887.67,53
2025-11-24,50,425,16363209.80,1241633.52,0.00,15121576.28,302431.53,50
2025-11-25,55,405,15986052.50,1268814.49,0.00,14717238.01,267586.15,54
2025-11-26,67,497,18434424.71,1488948.91,0.00,16945475.80,252917.55,66
2025-11-27,55,425,17224305.74,1340056.04,0.00,15884249.70,288804.54,55
2025-11-28,55,439,14957437.26,1159648.20,0.00,13797789.06,250868.89,53
2025-11-29,61,501,20509254.23,1393786.00,0.00,19115468.23,313368.33,61
