product_id,product_name,category,total_quantity_sold,total_orders,gross_revenue,net_revenue,average_selling_price
PROD00710,Urban Ladder Furniture Item 710,Furniture,400,153,19496236.00,17870737.20,44676.84
PROD00599,Sony Electronics Item 599,Electronics,401,156,19101169.84,17846018.09,44503.79
PROD00094,Oxford Books Item 94,Books,354,145,19706811.84,17833551.36,50377.26
PROD00643,Prestige Home Item 643,Home,404,159,19347838.76,17829703.87,44132.93
PROD00752,Pearson Books Item 752,Books,401,159,19275083.54,17804216.86,44399.54
PROD00954,Prestige Home Item 954,Home,389,151,18990843.85,17726414.81,45569.19
PROD00177,Urban Ladder Furniture Item 177,Furniture,428,170,19225558.84,17718508.55,41398.38
PROD00861,Mattel Toys Item 861,Toys,365,153,19344970.80,17707273.25,48513.08
PROD00065,Cosco Sports Item 65,Sports,411,160,19085401.50,17678375.37,43013.08
PROD00244,Boat Electronics Item 244,Electronics,371,159,19182896.32,17673083.48,47636.34
PROD00598,Prestige Home Item 598,Home,323,130,19246016.37,17672967.25,54715.07
PROD00516,Harpercollins Books Item 516,Books,384,155,19080149.76,17671498.04,46019.53
PROD00428,Nivea Beauty Item 428,Beauty,394,158,19403979.92,17660576.65,44823.8
PROD00002,Yonex Sports Item 2,Sports,441,172,19212672.15,17657360.42,40039.37
PROD00918,Yonex Sports Item 918,Sports,321,136,19043045.73,17601469.30,54833.24
PROD00272,Milton Home Item 272,Home,442,177,19101741.62,17569712.93,39750.48
PROD00361,Philips Electronics Item 361,Electronics,423,159,19025630.55,17539112.50,41463.62
PROD00737,Bajaj Home Item 737,Home,392,155,18924023.44,17536100.72,44734.95
PROD00239,Puma Fashion Item 239,Fashion,456,177,19202305.92,17534737.25,38453.37
PROD00850,Sony Electronics Item 850,Electronics,311,133,18811264.18,17516855.55,56324.29
PROD00846,Cello Home Item 846,Home,355,140,18841735.05,17485660.86,49255.38
PROD00038,Yonex Sports Item 38,Sports,362,142,18955362.56,17426366.44,48139.13
PROD00294,Nivia Sports Item 294,Sports,399,151,18726167.25,17400316.90,43609.82
PROD00157,Prestige Home Item 157,Home,364,147,18849554.36,17376285.60,47737.05
PROD00392,Sony Electronics Item 392,Electronics,414,162,18936600.12,17353975.92,41917.82
PROD00854,Adidas Fashion Item 854,Fashion,433,165,18943031.22,17346216.82,40060.55
PROD00096,Sony Electronics Item 96,Electronics,356,143,18656468.36,17343702.96,48718.27
PROD00497,Mamaearth Beauty Item 497,Beauty,367,150,18669440.47,17331548.80,47224.93
PROD00561,Harpercollins Books Item 561,Books,324,144,18742324.32,17313511.32,53436.76
PROD00007,Levi's Fashion Item 7,Fashion,422,170,18827968.88,17313254.34,41026.67
PROD00873,Prestige Home Item 873,Home,372,144,18817701.84,17305203.84,46519.37
PROD00163,Cosco Sports Item 163,Sports,359,147,18861328.68,17269411.52,48104.21
PROD00693,Oxford Books Item 693,Books,351,146,18899798.58,17268277.39,49197.37
PROD00287,Hot Wheels Toys Item 287,Toys,344,142,18804419.44,17197297.70,49992.14
PROD00252,Funskool Toys Item 252,Toys,332,145,18658270.52,17177410.91,51739.19
PROD00433,Boat Electronics Item 433,Electronics,410,156,18767733.60,17156454.99,41845.01
PROD00335,Mamaearth Beauty Item 335,Beauty,383,145,18623876.73,17126186.36,44715.89
PROD00987,Funskool Toys Item 987,Toys,345,139,18525168.30,17123699.04,49633.91
PROD00385,Mamaearth Beauty Item 385,Beauty,395,155,18855364.50,17108259.68,43312.05
PROD00576,Nivia Sports Item 576,Sports,391,159,18124754.17,17097993.86,43728.88
PROD00592,Hometown Furniture Item 592,Furniture,372,154,18404633.04,17096024.10,45957.05
PROD00348,Lego Toys Item 348,Toys,372,159,18387878.16,17080460.35,45915.22
PROD00302,Pearson Books Item 302,Books,331,134,18315977.68,17068167.15,51565.46
PROD00589,Nilkamal Furniture Item 589,Furniture,373,149,18374886.39,17002927.72,45584.26
PROD00805,Milton Home Item 805,Home,385,149,18609206.00,17002047.30,44161.16
PROD00358,Nivea Beauty Item 358,Beauty,368,141,18500743.68,16995044.51,46182.19
PROD00468,Cello Home Item 468,Home,396,159,18383369.40,16941945.99,42782.69
PROD00736,L'oreal Beauty Item 736,Beauty,431,160,18217701.95,16922173.83,39262.58
PROD00033,Nilkamal Furniture Item 33,Furniture,369,155,18165652.29,16920148.33,45854.06
PROD00273,Decathlon Sports Item 273,Sports,365,145,18312203.30,16897397.52,46294.24
PROD00410,Pearson Books Item 410,Books,350,141,18325870.50,16857182.93,48163.38
PROD00122,Hometown Furniture Item 122,Furniture,278,111,18168915.18,16799711.06,60430.62
PROD00112,Nivia Sports Item 112,Sports,424,168,18178614.16,16727326.21,39451.24
PROD00269,Penguin Books Item 269,Books,411,162,18284843.37,16718842.24,40678.45
PROD00102,Pigeon Home Item 102,Home,364,146,18028348.52,16703463.09,45888.63
PROD00875,Levi's Fashion Item 875,Fashion,407,163,17969693.06,16702542.62,41038.19
PROD00550,Yonex Sports Item 550,Sports,415,166,18205967.00,16666137.02,40159.37
PROD00012,Lg Electronics Item 12,Electronics,388,158,18163222.84,16644159.56,42897.32
PROD00574,Hometown Furniture Item 574,Furniture,344,144,17943301.44,16631458.35,48347.26
PROD00790,Funskool Toys Item 790,Toys,354,139,18141721.20,16601724.81,46897.53
PROD00397,Nivia Sports Item 397,Sports,391,156,18066956.55,16537503.07,42295.4
PROD00479,Levi's Fashion Item 479,Fashion,431,168,17904175.31,16522936.84,38336.28
PROD00061,Philips Electronics Item 61,Electronics,438,177,17776799.40,16500360.11,37672.06
PROD00300,Lg Electronics Item 300,Electronics,374,149,17894819.14,16497683.55,44111.45
PROD00474,Nilkamal Furniture Item 474,Furniture,393,153,17955081.39,16483952.64,41943.9
PROD00651,Prestige Home Item 651,Home,402,157,18156133.02,16478271.50,40990.73
PROD00725,Ikea Furniture Item 725,Furniture,334,140,17704314.62,16463952.36,49293.27
PROD00646,Samsung Electronics Item 646,Electronics,331,134,17712094.66,16462616.01,49736.0
PROD00632,Lakme Beauty Item 632,Beauty,374,153,17874608.18,16426478.25,43921.06
PROD00800,Cello Home Item 800,Home,325,129,17886488.75,16422548.32,50530.92
PROD00186,Cosco Sports Item 186,Sports,382,154,18081484.86,16422437.54,42990.67
PROD00162,Hamleys Toys Item 162,Toys,378,149,17898042.96,16418376.70,43434.86
PROD00535,Urban Ladder Furniture Item 535,Furniture,368,147,17738994.72,16379647.71,44509.91
PROD00467,L'oreal Beauty Item 467,Beauty,317,138,17731315.75,16352524.03,51585.25
PROD00524,Mamaearth Beauty Item 524,Beauty,437,165,17649726.43,16324987.10,37356.95
PROD00828,Nivea Beauty Item 828,Beauty,402,156,17651156.70,16303170.23,40555.15
PROD00644,Nivia Sports Item 644,Sports,368,149,17684563.84,16302957.29,44301.51
PROD00955,Lg Electronics Item 955,Electronics,390,152,17663977.50,16287092.94,41761.78
PROD00513,Prestige Home Item 513,Home,307,123,17557477.36,16213501.07,52812.71
PROD00435,Bajaj Home Item 435,Home,460,175,17663553.80,16210150.58,35239.46
PROD00945,Lego Toys Item 945,Toys,345,142,17338385.55,16200082.71,46956.76
PROD00076,Pearson Books Item 76,Books,388,168,17712044.80,16194195.60,41737.62
PROD00867,Ikea Furniture Item 867,Furniture,364,151,17356881.36,16191013.97,44480.81
PROD00309,Pigeon Home Item 309,Home,361,146,17213905.95,16095717.22,44586.47
PROD00314,Nilkamal Furniture Item 314,Furniture,396,152,17573299.92,16093326.33,40639.71
PROD00446,Roadster Fashion Item 446,Fashion,358,143,17386982.42,16090243.64,44944.81
PROD00431,Harpercollins Books Item 431,Books,383,147,17528753.34,16087093.37,42002.85
PROD00469,Maybelline Beauty Item 469,Beauty,394,152,17366117.36,16068066.16,40781.89
PROD00417,Prestige Home Item 417,Home,313,131,17646623.87,16025727.81,51200.41
PROD00649,Mattel Toys Item 649,Toys,388,164,17668503.44,16001835.19,41241.84
PROD00534,Nivia Sports Item 534,Sports,382,150,17308767.62,15999282.30,41882.94
PROD00922,Hamleys Toys Item 922,Toys,416,166,17342748.80,15944072.61,38327.1
PROD00507,Hometown Furniture Item 507,Furniture,379,139,17357529.17,15919464.83,42003.86
PROD00308,Boat Electronics Item 308,Electronics,379,152,17312272.78,15871106.07,41876.27
PROD00482,Harpercollins Books Item 482,Books,333,133,17234032.05,15821151.90,47510.97
PROD00292,Nike Sports Item 292,Sports,356,138,17293283.84,15748546.70,44237.49
PROD00724,Adidas Fashion Item 724,Fashion,379,143,17062163.10,15747611.09,41550.43
PROD00653,L'oreal Beauty Item 653,Beauty,339,148,17112191.16,15744225.46,46443.14
PROD00847,Mamaearth Beauty Item 847,Beauty,412,159,17087065.52,15730883.34,38181.76
PROD00745,Nilkamal Furniture Item 745,Furniture,310,130,17195808.50,15709203.00,50674.85
PROD00364,Nivea Beauty Item 364,Beauty,347,145,17033525.59,15695878.37,45233.08
PROD00909,Hamleys Toys Item 909,Toys,378,147,17098724.16,15689662.67,41507.04
PROD00627,Pigeon Home Item 627,Home,357,141,17311551.18,15682228.77,43927.81
PROD00259,Hometown Furniture Item 259,Furniture,435,167,17128538.25,15661783.95,36004.1
PROD00095,Levi's Fashion Item 95,Fashion,312,122,16971495.84,15641518.11,50133.07
PROD00486,Harpercollins Books Item 486,Books,387,149,17015321.88,15641345.65,40416.91
PROD00494,Cosco Sports Item 494,Sports,357,147,16911625.50,15604171.95,43709.17
PROD00811,Bajaj Home Item 811,Home,342,137,17119774.44,15492895.30,45300.86
PROD00383,Nike Sports Item 383,Sports,407,168,16586007.02,15475518.77,38023.39
PROD00330,Roadster Fashion Item 330,Fashion,341,139,16848496.28,15467512.49,45359.27
PROD00412,Allen Solly Fashion Item 412,Fashion,395,158,16646603.50,15453947.97,39123.92
PROD00233,Scholastic Books Item 233,Books,394,156,16594736.28,15442792.08,39194.9
PROD00896,Nilkamal Furniture Item 896,Furniture,352,140,16657125.76,15374716.28,43678.17
PROD00190,Noise Electronics Item 190,Electronics,352,144,16573444.80,15365749.06,43652.7
PROD00794,Nilkamal Furniture Item 794,Furniture,345,131,16497306.60,15335322.40,44450.21
PROD00419,Ikea Furniture Item 419,Furniture,365,154,16634298.30,15317226.56,41965.0
PROD00940,Samsung Electronics Item 940,Electronics,347,135,16743929.80,15293915.13,44074.68
PROD00429,Allen Solly Fashion Item 429,Fashion,382,150,16637559.24,15278680.09,39996.54
PROD00310,Nivia Sports Item 310,Sports,393,152,16539758.70,15258242.91,38825.05
PROD00823,Pigeon Home Item 823,Home,387,154,16319263.68,15159626.08,39172.16
PROD00899,Nilkamal Furniture Item 899,Furniture,391,162,16595228.64,15152165.22,38752.34
PROD00673,Decathlon Sports Item 673,Sports,404,155,16327761.00,15141573.22,37479.14
PROD00905,Pearson Books Item 905,Books,355,137,16238800.50,15104371.51,42547.53
PROD00961,Yonex Sports Item 961,Sports,427,166,16388832.18,15080028.52,35316.23
PROD00472,Prestige Home Item 472,Home,324,127,16261232.76,15079281.93,46540.99
PROD00098,Nivia Sports Item 98,Sports,371,151,16383059.49,15067115.47,40612.17
PROD00989,Hamleys Toys Item 989,Toys,394,167,16110600.90,15047464.65,38191.53
PROD00214,Roadster Fashion Item 214,Fashion,357,140,16366764.96,15037251.82,42121.15
PROD00267,Nivia Sports Item 267,Sports,347,137,16265666.64,15021132.15,43288.57
PROD00027,Prestige Home Item 27,Home,374,148,16299780.20,14985773.71,40068.91
PROD00125,Lakme Beauty Item 125,Beauty,389,160,16163043.36,14970551.45,38484.71
PROD00937,Cello Home Item 937,Home,311,130,16210731.94,14951924.37,48076.93
PROD00492,Funskool Toys Item 492,Toys,367,150,16225591.14,14912512.05,40633.55
PROD00021,Harpercollins Books Item 21,Books,423,163,16248474.81,14900197.16,35225.05
PROD00951,Nivia Sports Item 951,Sports,385,166,16079170.80,14895159.12,38688.72
PROD00168,Philips Electronics Item 168,Electronics,416,164,16171608.96,14894596.03,35804.32
PROD00916,Pearson Books Item 916,Books,361,147,16396836.60,14870704.44,41193.09
PROD00182,Hamleys Toys Item 182,Toys,437,166,16188595.08,14869798.80,34027.0
PROD00540,Puma Fashion Item 540,Fashion,380,152,16127762.40,14822686.87,39007.07
PROD00011,Nilkamal Furniture Item 11,Furniture,345,143,16268523.30,14801998.45,42904.34
PROD00539,Hot Wheels Toys Item 539,Toys,370,150,15966861.60,14786608.45,39963.81
PROD00683,Philips Electronics Item 683,Electronics,442,161,16043349.14,14769318.40,33414.75
PROD00258,Cosco Sports Item 258,Sports,458,180,15924531.76,14726714.92,32154.4
PROD00424,Levi's Fashion Item 424,Fashion,419,163,15805777.78,14687302.18,35053.23
PROD00554,Sony Electronics Item 554,Electronics,394,160,15977373.74,14673636.24,37242.73
PROD00464,Hometown Furniture Item 464,Furniture,354,144,16141677.84,14666583.81,41431.03
PROD00039,L'oreal Beauty Item 39,Beauty,343,144,15897665.84,14657833.35,42734.21
PROD00691,Pearson Books Item 691,Books,365,157,15864356.35,14640844.93,40111.9
PROD00579,Urban Ladder Furniture Item 579,Furniture,424,165,15843565.60,14610457.74,34458.63
PROD00611,Hamleys Toys Item 611,Toys,380,156,15785982.80,14608265.35,38442.8
PROD00824,Hot Wheels Toys Item 824,Toys,305,123,15792375.40,14552285.63,47712.41
PROD00176,Adidas Fashion Item 176,Fashion,380,158,15753675.20,14549348.14,38287.76
PROD00980,Samsung Electronics Item 980,Electronics,427,160,15951447.54,14516938.08,33997.51
PROD00070,Sony Electronics Item 70,Electronics,420,172,15568257.60,14448825.76,34401.97
PROD00466,Yonex Sports Item 466,Sports,353,140,15482290.54,14440634.92,40908.31
PROD00378,Yonex Sports Item 378,Sports,405,165,15659620.65,14426183.81,35620.21
PROD00003,Wakefit Furniture Item 3,Furniture,379,149,15459747.31,14425698.29,38062.53
PROD00761,Hot Wheels Toys Item 761,Toys,353,137,15902547.63,14397887.34,40787.22
PROD00757,Pearson Books Item 757,Books,314,130,15754356.54,14382121.94,45802.94
PROD00268,Decathlon Sports Item 268,Sports,383,150,15558291.11,14363999.26,37503.91
PROD00701,Noise Electronics Item 701,Electronics,348,138,15614972.28,14320455.29,41150.73
PROD00855,Lakme Beauty Item 855,Beauty,341,133,15679565.33,14281738.92,41881.93
PROD00459,Hometown Furniture Item 459,Furniture,398,167,15594145.46,14279613.90,35878.43
PROD00119,Decathlon Sports Item 119,Sports,370,153,15319276.50,14269698.90,38566.75
PROD00944,Prestige Home Item 944,Home,400,160,15327000.00,14240698.71,35601.75
PROD00142,Philips Electronics Item 142,Electronics,435,174,15432690.75,14222909.55,32696.34
PROD00812,Ikea Furniture Item 812,Furniture,353,144,15239956.04,14208128.95,40249.66
PROD00704,Maybelline Beauty Item 704,Beauty,360,147,15401635.20,14190895.54,39419.15
PROD00460,Oxford Books Item 460,Books,363,156,15358203.30,14148162.92,38975.66
PROD00291,Mamaearth Beauty Item 291,Beauty,405,153,15292484.10,14137051.99,34906.3
PROD00432,Roadster Fashion Item 432,Fashion,360,149,15421244.40,14082594.54,39118.32
PROD00780,Adidas Fashion Item 780,Fashion,335,135,15130053.90,14059659.04,41969.13
PROD00776,Nilkamal Furniture Item 776,Furniture,436,171,15132012.20,13981493.24,32067.65
PROD00529,Decathlon Sports Item 529,Sports,382,152,15231852.72,13943923.82,36502.42
PROD00107,Samsung Electronics Item 107,Electronics,361,143,14996564.53,13920633.67,38561.31
PROD00723,Funskool Toys Item 723,Toys,381,142,15311448.93,13860679.00,36379.73
PROD00234,Decathlon Sports Item 234,Sports,393,164,14951233.05,13853667.85,35251.06
PROD00765,Adidas Fashion Item 765,Fashion,369,145,14876891.82,13812528.74,37432.33
PROD00787,Penguin Books Item 787,Books,355,145,15022371.70,13803655.39,38883.54
PROD00634,Funskool Toys Item 634,Toys,304,127,15067933.28,13756923.89,45253.04
PROD00863,Funskool Toys Item 863,Toys,386,156,14713575.02,13737752.45,35590.03
PROD00069,Hometown Furniture Item 69,Furniture,362,144,14869816.08,13695018.42,37831.54
PROD00518,Milton Home Item 518,Home,352,138,14748557.12,13629845.57,38721.15
PROD00022,Scholastic Books Item 22,Books,411,163,14831732.34,13628232.92,33158.72
PROD00137,Oxford Books Item 137,Books,383,159,14691355.29,13588544.75,35479.23
PROD00217,Puma Fashion Item 217,Fashion,372,149,14488213.32,13555437.36,36439.35
PROD00284,Ikea Furniture Item 284,Furniture,349,142,14686056.11,13554093.47,38836.94
PROD00338,Mattel Toys Item 338,Toys,342,136,14788008.18,13488652.37,39440.5
PROD00311,Nivea Beauty Item 311,Beauty,341,140,14545757.38,13479352.80,39528.89
PROD00806,Pigeon Home Item 806,Home,416,154,14693290.56,13460608.33,32357.23
PROD00059,Prestige Home Item 59,Home,337,140,14399848.24,13419205.76,39819.6
PROD00895,Scholastic Books Item 895,Books,394,150,14514550.24,13396487.83,34001.24
PROD00066,Roadster Fashion Item 66,Fashion,412,163,14575039.72,13370476.33,32452.61
PROD00973,Nilkamal Furniture Item 973,Furniture,424,170,14553325.12,13341692.14,31466.26
PROD00064,Nike Sports Item 64,Sports,362,150,14526459.08,13314583.25,36780.62
PROD00990,L'oreal Beauty Item 990,Beauty,354,141,14373621.30,13313871.13,37609.81
PROD00684,Bajaj Home Item 684,Home,347,139,14361233.48,13312077.09,38363.33
PROD00590,Allen Solly Fashion Item 590,Fashion,391,155,14471242.35,13236930.31,33854.04
PROD00192,Oxford Books Item 192,Books,406,160,14336525.84,13190663.13,32489.32
PROD00881,Nivea Beauty Item 881,Beauty,409,156,14284067.33,13135055.49,32115.05
PROD00781,Hometown Furniture Item 781,Furniture,345,136,14172441.30,13114643.19,38013.46
PROD00117,Boat Electronics Item 117,Electronics,391,156,14102419.87,13065477.15,33415.54
PROD00936,Hamleys Toys Item 936,Toys,346,138,14161378.64,13060392.84,37746.8
PROD00491,Philips Electronics Item 491,Electronics,437,167,14110161.90,13049477.98,29861.51
PROD00329,Yonex Sports Item 329,Sports,400,166,14051940.00,13040200.18,32600.5
PROD00647,Pearson Books Item 647,Books,380,158,14126009.80,13029385.34,34287.86
PROD00650,Bajaj Home Item 650,Home,361,156,14068390.21,13027875.05,36088.3
PROD00089,Maybelline Beauty Item 89,Beauty,427,167,14228186.56,13016958.02,30484.68
PROD00325,Pigeon Home Item 325,Home,350,134,14137326.00,13014418.43,37184.05
PROD00393,Allen Solly Fashion Item 393,Fashion,369,144,14205083.04,13002078.02,35235.98
PROD00471,Wakefit Furniture Item 471,Furniture,387,151,14011617.51,12963461.54,33497.32
PROD00588,Boat Electronics Item 588,Electronics,386,160,13807467.04,12891738.70,33398.29
PROD00058,Urban Ladder Furniture Item 58,Furniture,422,163,13914171.34,12867311.24,30491.26
PROD00409,Funskool Toys Item 409,Toys,406,156,14088147.22,12851096.90,31652.95
PROD00490,Pearson Books Item 490,Books,378,146,13832373.24,12840687.17,33970.07
PROD00748,Bajaj Home Item 748,Home,352,140,13849943.36,12823001.56,36428.98
PROD00171,Scholastic Books Item 171,Books,356,137,13878022.76,12796238.82,35944.49
PROD00017,Cosco Sports Item 17,Sports,385,152,13987277.15,12786551.03,33211.82
PROD00891,Hamleys Toys Item 891,Toys,423,161,13827683.88,12766907.62,30181.81
PROD00331,Funskool Toys Item 331,Toys,390,164,13687748.10,12713812.00,32599.52
PROD00525,Nike Sports Item 525,Sports,393,158,13928265.84,12663026.43,32221.44
PROD00546,Nivea Beauty Item 546,Beauty,348,142,13789771.44,12648548.93,36346.4
PROD00738,Maybelline Beauty Item 738,Beauty,411,163,13829348.55,12648301.84,30774.46
PROD00717,Levi's Fashion Item 717,Fashion,407,157,13811296.73,12618502.77,31003.69
PROD00741,L'oreal Beauty Item 741,Beauty,376,152,13671145.68,12576726.84,33448.74
PROD00212,Boat Electronics Item 212,Electronics,406,164,13652951.76,12481017.34,30741.42
PROD00400,Nilkamal Furniture Item 400,Furniture,358,150,13484814.64,12454619.99,34789.44
PROD00586,Allen Solly Fashion Item 586,Fashion,389,153,13570677.34,12398505.66,31872.77
PROD00046,Hot Wheels Toys Item 46,Toys,295,123,13431155.30,12381704.04,41971.88
PROD00439,Pearson Books Item 439,Books,389,153,13475874.15,12363854.56,31783.69
PROD00728,Maybelline Beauty Item 728,Beauty,302,128,13378285.92,12361624.75,40932.53
PROD00201,L'oreal Beauty Item 201,Beauty,366,150,13221321.78,12332675.59,33695.83
PROD00129,Roadster Fashion Item 129,Fashion,400,157,13336628.00,12278033.13,30695.08
PROD00077,Philips Electronics Item 77,Electronics,368,157,13327039.04,12220677.41,33208.36
PROD00357,Bajaj Home Item 357,Home,448,170,13260526.72,12212708.13,27260.51
PROD00376,Ikea Furniture Item 376,Furniture,332,140,13255166.40,12209126.16,36774.48
PROD00406,Mattel Toys Item 406,Toys,420,169,13278417.60,12203498.11,29055.95
PROD00519,Pearson Books Item 519,Books,348,140,13144120.08,12141314.29,34888.83
PROD00116,Lego Toys Item 116,Toys,400,158,13219684.00,12114188.08,30285.47
PROD00698,Boat Electronics Item 698,Electronics,366,151,13102551.12,12107330.03,33080.14
PROD00797,Lg Electronics Item 797,Electronics,425,164,13105648.50,12095742.73,28460.57
PROD00697,Philips Electronics Item 697,Electronics,387,154,13038134.49,12054378.69,31148.27
PROD00108,Decathlon Sports Item 108,Sports,375,151,13056127.50,12053416.98,32142.45
PROD00773,Funskool Toys Item 773,Toys,388,161,12884541.04,12009521.19,30952.37
PROD00965,Ikea Furniture Item 965,Furniture,355,156,12803128.25,11946580.80,33652.34
PROD00943,Mamaearth Beauty Item 943,Beauty,443,158,12902658.52,11884717.39,26827.8
PROD00350,Harpercollins Books Item 350,Books,394,162,12922218.94,11880897.97,30154.56
PROD00222,Roadster Fashion Item 222,Fashion,431,173,12889274.81,11850058.36,27494.33
PROD00480,Puma Fashion Item 480,Fashion,380,157,12750064.00,11844138.40,31168.79
PROD00910,Nike Sports Item 910,Sports,374,144,12628641.08,11750714.21,31419.02
PROD00772,Adidas Fashion Item 772,Fashion,388,153,12707989.40,11723775.14,30215.92
PROD00544,Cosco Sports Item 544,Sports,375,147,12713070.00,11692634.29,31180.36
PROD00537,Philips Electronics Item 537,Electronics,453,180,12717173.19,11688289.43,25801.96
PROD00026,Boat Electronics Item 26,Electronics,367,146,12601113.82,11668906.00,31795.38
PROD00447,Lg Electronics Item 447,Electronics,351,147,12675483.99,11667945.51,33242.01
PROD00347,Nilkamal Furniture Item 347,Furniture,365,141,12577038.60,11658742.49,31941.76
PROD00198,Oxford Books Item 198,Books,348,136,12656432.88,11645372.97,33463.72
PROD00072,Roadster Fashion Item 72,Fashion,345,143,12406193.10,11597093.49,33614.76
PROD00246,Mattel Toys Item 246,Toys,335,129,12574620.30,11566773.80,34527.68
PROD00938,Adidas Fashion Item 938,Fashion,373,153,12567306.23,11556530.93,30982.66
PROD00785,Penguin Books Item 785,Books,435,179,12464002.80,11554273.83,26561.55
PROD00885,Pigeon Home Item 885,Home,420,174,12606900.60,11547320.71,27493.62
PROD00872,Samsung Electronics Item 872,Electronics,332,136,12315486.88,11542059.45,34765.24
PROD00178,Penguin Books Item 178,Books,342,144,12544084.62,11520751.52,33686.41
PROD00583,Prestige Home Item 583,Home,307,124,12435547.69,11489716.99,37425.79
PROD00521,Mattel Toys Item 521,Toys,357,141,12599740.23,11486233.66,32174.32
PROD00180,Cello Home Item 180,Home,319,125,12477669.05,11456768.74,35914.64
PROD00560,Prestige Home Item 560,Home,373,148,12520211.25,11410846.54,30592.08
PROD00512,Hot Wheels Toys Item 512,Toys,386,157,12334556.66,11396683.07,29525.09
PROD00342,Allen Solly Fashion Item 342,Fashion,383,164,12255800.84,11318216.03,29551.48
PROD00678,Maybelline Beauty Item 678,Beauty,366,148,12168017.70,11296973.68,30866.05
PROD00079,Urban Ladder Furniture Item 79,Furniture,372,147,12239793.24,11290551.26,30350.94
PROD00237,Pigeon Home Item 237,Home,364,152,12225555.16,11288486.50,31012.33
PROD00449,Boat Electronics Item 449,Electronics,408,162,12247042.08,11272981.93,27629.86
PROD00906,Mattel Toys Item 906,Toys,345,140,12173142.15,11268095.53,32661.15
PROD00248,Puma Fashion Item 248,Fashion,379,147,12122345.32,11255549.58,29698.02
PROD00868,Decathlon Sports Item 868,Sports,393,154,12175108.56,11230221.00,28575.63
PROD00382,Mamaearth Beauty Item 382,Beauty,383,152,12250300.96,11223578.64,29304.38
PROD00337,Urban Ladder Furniture Item 337,Furniture,363,146,11972375.25,11157725.91,30737.54
PROD00882,Nivea Beauty Item 882,Beauty,347,138,12084424.21,11116277.31,32035.38
PROD00489,Lego Toys Item 489,Toys,337,135,12049461.96,11098376.82,32932.87
PROD00436,Ikea Furniture Item 436,Furniture,433,178,12012684.36,11044456.43,25506.83
PROD00971,Levi's Fashion Item 971,Fashion,383,150,12014625.74,11043731.00,28834.81
PROD00209,Nivia Sports Item 209,Sports,387,159,11958710.22,11037858.56,28521.6
PROD00247,Oxford Books Item 247,Books,343,137,11887272.11,11013921.39,32110.56
PROD00547,Prestige Home Item 547,Home,393,155,11856735.33,10954658.12,27874.45
PROD00900,Puma Fashion Item 900,Fashion,355,142,11923086.80,10856726.22,30582.33
PROD00280,Pearson Books Item 280,Books,399,154,11792113.83,10824214.68,27128.36
PROD00374,Mattel Toys Item 374,Toys,419,169,11742315.78,10816102.16,25814.09
PROD00251,Lg Electronics Item 251,Electronics,314,126,11677446.48,10777464.97,34323.14
PROD00318,Nike Sports Item 318,Sports,412,164,11746264.20,10774061.11,26150.63
PROD00074,Oxford Books Item 74,Books,356,146,11541705.12,10770096.77,30253.08
PROD00411,Milton Home Item 411,Home,387,159,11718387.09,10708546.80,27670.66
PROD00172,Lakme Beauty Item 172,Beauty,444,164,11595588.36,10702414.52,24104.54
PROD00801,Cello Home Item 801,Home,422,162,11533538.52,10689021.09,25329.43
PROD00398,Penguin Books Item 398,Books,415,161,11674078.65,10672639.63,25717.2
PROD00564,Mattel Toys Item 564,Toys,425,161,11450962.00,10649394.63,25057.4
PROD00106,L'oreal Beauty Item 106,Beauty,354,149,11544750.66,10612039.08,29977.51
PROD00843,Boat Electronics Item 843,Electronics,401,150,11473520.27,10569372.62,26357.54
PROD00023,Roadster Fashion Item 23,Fashion,313,136,11588202.13,10508981.52,33575.02
PROD00935,Lakme Beauty Item 935,Beauty,368,145,11410528.16,10505127.57,28546.54
PROD00328,Nike Sports Item 328,Sports,297,124,11447600.67,10485925.10,35306.15
PROD00603,Decathlon Sports Item 603,Sports,337,136,11136414.38,10473847.31,31079.67
PROD00998,Wakefit Furniture Item 998,Furniture,443,182,11380483.94,10408133.23,23494.66
PROD00024,Cosco Sports Item 24,Sports,392,148,11367208.16,10349378.97,26401.48
PROD00078,Pigeon Home Item 78,Home,350,141,11300075.50,10339569.02,29541.63
PROD00708,Roadster Fashion Item 708,Fashion,360,136,11191316.40,10283576.17,28565.49
PROD00082,Sony Electronics Item 82,Electronics,358,147,11111818.80,10216355.19,28537.31
PROD00135,Sony Electronics Item 135,Electronics,394,168,10908209.14,10142696.66,25742.88
PROD00427,Hometown Furniture Item 427,Furniture,360,138,10823065.20,10107540.37,28076.5
PROD00568,Prestige Home Item 568,Home,409,163,10906234.49,10104933.00,24706.44
PROD00585,Penguin Books Item 585,Books,346,140,10916033.58,10083133.92,29142.01
PROD00477,Harpercollins Books Item 477,Books,399,157,10904937.33,10031722.45,25142.16
PROD00719,Noise Electronics Item 719,Electronics,392,155,10995094.32,10024608.94,25572.98
PROD00596,Yonex Sports Item 596,Sports,436,175,10753072.36,10016881.64,22974.5
PROD00057,Mattel Toys Item 57,Toys,409,167,10827350.66,10000077.54,24450.07
PROD00775,Sony Electronics Item 775,Electronics,422,168,10831444.46,9967752.19,23620.27
PROD00332,L'oreal Beauty Item 332,Beauty,379,159,10765673.13,9953276.74,26261.94
