payment_date,payment_method,payment_status,payment_count,payment_amount,refund_amount,net_payment_amount
2024-05-16,Debit Card,FAILED,1,768776.31,0.00,768776.31
2024-05-16,Debit Card,PENDING,1,265534.46,0.00,265534.46
2024-05-16,Debit Card,REFUNDED,1,264433.85,264433.85,0.00
2024-05-16,Debit Card,SUCCESS,6,1684187.89,0.00,1684187.89
2024-05-16,Net Banking,FAILED,1,220157.61,0.00,220157.61
2024-05-16,Net Banking,REFUNDED,3,770175.08,770175.08,0.00
2024-05-16,Net Banking,SUCCESS,7,1422568.50,0.00,1422568.50
2024-05-16,Upi,REFUNDED,3,931691.75,931691.75,0.00
2024-05-16,Upi,SUCCESS,11,3129009.69,0.00,3129009.69
2024-05-16,Wallet,FAILED,1,112326.52,0.00,112326.52
2024-05-16,Wallet,REFUNDED,3,753601.54,753601.54,0.00
2024-05-16,Wallet,SUCCESS,9,2658603.10,0.00,2658603.10
2024-05-17,Credit Card,PENDING,1,318853.99,0.00,318853.99
2024-05-17,Credit Card,REFUNDED,2,377887.05,377887.05,0.00
2024-05-17,Credit Card,SUCCESS,11,2182235.58,0.00,2182235.58
2024-05-17,Debit Card,FAILED,3,592420.90,0.00,592420.90
2024-05-17,Debit Card,PENDING,1,5987.07,0.00,5987.07
2024-05-17,Debit Card,REFUNDED,1,459162.17,459162.17,0.00
2024-05-17,Debit Card,SUCCESS,5,1062310.00,0.00,1062310.00
2024-05-17,Net Banking,FAILED,5,1083852.29,0.00,1083852.29
2024-05-17,Net Banking,SUCCESS,8,2194307.19,0.00,2194307.19
2024-05-17,Upi,PENDING,1,112521.24,0.00,112521.24
2024-05-17,Upi,REFUNDED,2,840995.67,840995.67,0.00
2024-05-17,Upi,SUCCESS,10,2974758.76,0.00,2974758.76
2024-05-17,Wallet,FAILED,1,133551.57,0.00,133551.57
2024-05-17,Wallet,REFUNDED,1,91074.76,91074.76,0.00
2024-05-17,Wallet,SUCCESS,7,2065182.40,0.00,2065182.40
2024-05-18,Credit Card,PENDING,1,232091.58,0.00,232091.58
2024-05-18,Credit Card,REFUNDED,3,848813.30,848813.30,0.00
2024-05-18,Credit Card,SUCCESS,12,3662481.17,0.00,3662481.17
2024-05-18,Debit Card,PENDING,1,338067.80,0.00,338067.80
2024-05-18,Debit Card,SUCCESS,5,1169182.68,0.00,1169182.68
2024-05-18,Net Banking,SUCCESS,8,2139331.81,0.00,2139331.81
2024-05-18,Upi,REFUNDED,1,245754.14,245754.14,0.00
2024-05-18,Upi,SUCCESS,8,2106089.37,0.00,2106089.37
2024-05-18,Wallet,FAILED,1,596976.16,0.00,596976.16
2024-05-18,Wallet,REFUNDED,1,393056.23,393056.23,0.00
2024-05-18,Wallet,SUCCESS,10,2379584.16,0.00,2379584.16
2024-05-19,Credit Card,FAILED,2,564722.99,0.00,564722.99
2024-05-19,Credit Card,PENDING,1,26924.27,0.00,26924.27
2024-05-19,Credit Card,REFUNDED,1,183026.88,183026.88,0.00
2024-05-19,Credit Card,SUCCESS,7,1707097.61,0.00,1707097.61
2024-05-19,Debit Card,FAILED,2,379099.66,0.00,379099.66
2024-05-19,Debit Card,REFUNDED,2,253992.23,253992.23,0.00
2024-05-19,Debit Card,SUCCESS,9,2408652.40,0.00,2408652.40
2024-05-19,Net Banking,FAILED,1,481791.40,0.00,481791.40
2024-05-19,Net Banking,REFUNDED,4,1406780.04,1406780.04,0.00
2024-05-19,Net Banking,SUCCESS,6,1723916.40,0.00,1723916.40
2024-05-19,Upi,FAILED,3,1250015.64,0.00,1250015.64
2024-05-19,Upi,PENDING,1,304246.40,0.00,304246.40
2024-05-19,Upi,REFUNDED,3,619091.13,619091.13,0.00
2024-05-19,Upi,SUCCESS,4,729179.45,0.00,729179.45
2024-05-19,Wallet,FAILED,1,273985.38,0.00,273985.38
2024-05-19,Wallet,REFUNDED,1,299891.81,299891.81,0.00
2024-05-19,Wallet,SUCCESS,11,2879242.57,0.00,2879242.57
2024-05-20,Credit Card,PENDING,1,592868.39,0.00,592868.39
2024-05-20,Credit Card,REFUNDED,2,406863.60,406863.60,0.00
2024-05-20,Credit Card,SUCCESS,11,3338257.46,0.00,3338257.46
2024-05-20,Debit Card,FAILED,3,649754.02,0.00,649754.02
2024-05-20,Debit Card,SUCCESS,13,3210964.67,0.00,3210964.67
2024-05-20,Net Banking,REFUNDED,2,709188.80,709188.80,0.00
2024-05-20,Net Banking,SUCCESS,9,2412435.95,0.00,2412435.95
2024-05-20,Upi,FAILED,3,636343.28,0.00,636343.28
2024-05-20,Upi,REFUNDED,1,420808.28,420808.28,0.00
2024-05-20,Upi,SUCCESS,3,953675.22,0.00,953675.22
2024-05-20,Wallet,FAILED,2,914803.53,0.00,914803.53
2024-05-20,Wallet,SUCCESS,6,1637073.56,0.00,1637073.56
2024-05-21,Credit Card,PENDING,1,197909.60,0.00,197909.60
2024-05-21,Credit Card,REFUNDED,2,104374.27,104374.27,0.00
2024-05-21,Credit Card,SUCCESS,7,1632439.73,0.00,1632439.73
2024-05-21,Debit Card,FAILED,1,387544.59,0.00,387544.59
2024-05-21,Debit Card,SUCCESS,8,2034897.94,0.00,2034897.94
2024-05-21,Net Banking,REFUNDED,5,1681783.55,1681783.55,0.00
2024-05-21,Net Banking,SUCCESS,8,1962096.40,0.00,1962096.40
2024-05-21,Upi,FAILED,2,405431.24,0.00,405431.24
2024-05-21,Upi,REFUNDED,3,979943.52,979943.52,0.00
2024-05-21,Upi,SUCCESS,4,1485614.43,0.00,1485614.43
2024-05-21,Wallet,PENDING,1,348831.56,0.00,348831.56
2024-05-21,Wallet,REFUNDED,2,704705.61,704705.61,0.00
2024-05-21,Wallet,SUCCESS,7,1885419.24,0.00,1885419.24
2024-05-22,Credit Card,PENDING,1,425845.74,0.00,425845.74
2024-05-22,Credit Card,REFUNDED,1,309187.85,309187.85,0.00
2024-05-22,Credit Card,SUCCESS,5,1916386.06,0.00,1916386.06
2024-05-22,Debit Card,FAILED,2,382840.84,0.00,382840.84
2024-05-22,Debit Card,REFUNDED,3,1095817.22,1095817.22,0.00
2024-05-22,Debit Card,SUCCESS,6,1727456.76,0.00,1727456.76
2024-05-22,Net Banking,FAILED,2,508802.28,0.00,508802.28
2024-05-22,Net Banking,PENDING,1,60486.55,0.00,60486.55
2024-05-22,Net Banking,SUCCESS,10,2050811.88,0.00,2050811.88
2024-05-22,Upi,REFUNDED,3,734953.71,734953.71,0.00
2024-05-22,Upi,SUCCESS,9,2012178.68,0.00,2012178.68
2024-05-22,Wallet,FAILED,1,230149.21,0.00,230149.21
2024-05-22,Wallet,PENDING,1,258269.48,0.00,258269.48
2024-05-22,Wallet,SUCCESS,10,2975997.19,0.00,2975997.19
2024-05-23,Credit Card,PENDING,1,291412.80,0.00,291412.80
2024-05-23,Credit Card,REFUNDED,1,86567.89,86567.89,0.00
2024-05-23,Credit Card,SUCCESS,7,1306147.15,0.00,1306147.15
2024-05-23,Debit Card,FAILED,2,783069.25,0.00,783069.25
2024-05-23,Debit Card,REFUNDED,1,431076.68,431076.68,0.00
2024-05-23,Debit Card,SUCCESS,10,2286708.58,0.00,2286708.58
2024-05-23,Net Banking,FAILED,1,252506.98,0.00,252506.98
2024-05-23,Net Banking,REFUNDED,2,440210.13,440210.13,0.00
2024-05-23,Net Banking,SUCCESS,8,2456881.29,0.00,2456881.29
2024-05-23,Upi,FAILED,2,198184.18,0.00,198184.18
2024-05-23,Upi,REFUNDED,2,813007.53,813007.53,0.00
2024-05-23,Upi,SUCCESS,3,389044.90,0.00,389044.90
2024-05-23,Wallet,FAILED,1,153387.34,0.00,153387.34
2024-05-23,Wallet,PENDING,1,174297.77,0.00,174297.77
2024-05-23,Wallet,REFUNDED,2,512499.82,512499.82,0.00
2024-05-23,Wallet,SUCCESS,8,2405365.69,0.00,2405365.69
2024-05-24,Credit Card,REFUNDED,3,328544.59,328544.59,0.00
2024-05-24,Credit Card,SUCCESS,5,1752816.63,0.00,1752816.63
2024-05-24,Debit Card,SUCCESS,10,1802303.16,0.00,1802303.16
2024-05-24,Net Banking,PENDING,1,160951.07,0.00,160951.07
2024-05-24,Net Banking,REFUNDED,3,943428.72,943428.72,0.00
2024-05-24,Net Banking,SUCCESS,12,3243959.98,0.00,3243959.98
2024-05-24,Upi,FAILED,2,473162.40,0.00,473162.40
2024-05-24,Upi,REFUNDED,4,962105.99,962105.99,0.00
2024-05-24,Upi,SUCCESS,12,3406878.48,0.00,3406878.48
2024-05-24,Wallet,FAILED,1,306662.19,0.00,306662.19
2024-05-24,Wallet,REFUNDED,3,794779.15,794779.15,0.00
2024-05-24,Wallet,SUCCESS,6,1534277.72,0.00,1534277.72
2024-05-25,Credit Card,PENDING,1,129285.89,0.00,129285.89
2024-05-25,Credit Card,REFUNDED,1,145404.25,145404.25,0.00
2024-05-25,Credit Card,SUCCESS,8,1620383.17,0.00,1620383.17
2024-05-25,Debit Card,FAILED,3,948574.20,0.00,948574.20
2024-05-25,Debit Card,PENDING,2,510987.55,0.00,510987.55
2024-05-25,Debit Card,REFUNDED,3,1113419.62,1113419.62,0.00
2024-05-25,Debit Card,SUCCESS,10,2828981.83,0.00,2828981.83
2024-05-25,Net Banking,FAILED,1,153785.71,0.00,153785.71
2024-05-25,Net Banking,REFUNDED,1,423220.72,423220.72,0.00
2024-05-25,Net Banking,SUCCESS,4,862057.78,0.00,862057.78
2024-05-25,Upi,FAILED,2,524918.51,0.00,524918.51
2024-05-25,Upi,REFUNDED,2,241041.81,241041.81,0.00
2024-05-25,Upi,SUCCESS,7,1777386.37,0.00,1777386.37
2024-05-25,Wallet,FAILED,4,593371.10,0.00,593371.10
2024-05-25,Wallet,PENDING,1,458529.80,0.00,458529.80
2024-05-25,Wallet,REFUNDED,1,19156.89,19156.89,0.00
2024-05-25,Wallet,SUCCESS,7,1651138.10,0.00,1651138.10
2024-05-26,Credit Card,REFUNDED,1,578237.23,578237.23,0.00
2024-05-26,Credit Card,SUCCESS,2,869630.76,0.00,869630.76
2024-05-26,Debit Card,REFUNDED,1,189075.15,189075.15,0.00
2024-05-26,Debit Card,SUCCESS,8,2577093.63,0.00,2577093.63
2024-05-26,Net Banking,FAILED,1,186937.36,0.00,186937.36
2024-05-26,Net Banking,REFUNDED,2,837580.56,837580.56,0.00
2024-05-26,Net Banking,SUCCESS,6,1734761.65,0.00,1734761.65
2024-05-26,Upi,PENDING,1,402308.82,0.00,402308.82
2024-05-26,Upi,REFUNDED,3,734084.54,734084.54,0.00
2024-05-26,Upi,SUCCESS,9,2680094.79,0.00,2680094.79
2024-05-26,Wallet,REFUNDED,2,634666.50,634666.50,0.00
2024-05-26,Wallet,SUCCESS,6,1751384.00,0.00,1751384.00
2024-05-27,Credit Card,FAILED,1,244343.95,0.00,244343.95
2024-05-27,Credit Card,REFUNDED,1,197514.09,197514.09,0.00
2024-05-27,Credit Card,SUCCESS,10,2520725.57,0.00,2520725.57
2024-05-27,Debit Card,FAILED,1,247752.47,0.00,247752.47
2024-05-27,Debit Card,PENDING,1,228494.24,0.00,228494.24
2024-05-27,Debit Card,SUCCESS,7,1159139.72,0.00,1159139.72
2024-05-27,Net Banking,REFUNDED,4,1030815.58,1030815.58,0.00
2024-05-27,Net Banking,SUCCESS,10,3818279.24,0.00,3818279.24
2024-05-27,Upi,REFUNDED,3,569541.70,569541.70,0.00
2024-05-27,Upi,SUCCESS,8,1858268.14,0.00,1858268.14
2024-05-27,Wallet,FAILED,1,150495.57,0.00,150495.57
2024-05-27,Wallet,REFUNDED,2,442879.32,442879.32,0.00
2024-05-27,Wallet,SUCCESS,9,3543225.54,0.00,3543225.54
2024-05-28,Credit Card,REFUNDED,2,644436.59,644436.59,0.00
2024-05-28,Credit Card,SUCCESS,9,1522115.98,0.00,1522115.98
2024-05-28,Debit Card,PENDING,2,204393.14,0.00,204393.14
2024-05-28,Debit Card,REFUNDED,2,543240.15,543240.15,0.00
2024-05-28,Debit Card,SUCCESS,5,1749868.47,0.00,1749868.47
2024-05-28,Net Banking,FAILED,1,666534.38,0.00,666534.38
2024-05-28,Net Banking,REFUNDED,1,208792.23,208792.23,0.00
2024-05-28,Net Banking,SUCCESS,2,646528.81,0.00,646528.81
2024-05-28,Upi,FAILED,2,793990.79,0.00,793990.79
2024-05-28,Upi,REFUNDED,1,5624.07,5624.07,0.00
2024-05-28,Upi,SUCCESS,5,1295877.58,0.00,1295877.58
2024-05-28,Wallet,SUCCESS,7,2251388.72,0.00,2251388.72
2024-05-29,Credit Card,FAILED,2,390146.72,0.00,390146.72
2024-05-29,Credit Card,PENDING,1,469260.19,0.00,469260.19
2024-05-29,Credit Card,REFUNDED,1,520764.13,520764.13,0.00
2024-05-29,Credit Card,SUCCESS,7,1314706.57,0.00,1314706.57
2024-05-29,Debit Card,FAILED,2,135967.75,0.00,135967.75
2024-05-29,Debit Card,REFUNDED,3,695854.32,695854.32,0.00
2024-05-29,Debit Card,SUCCESS,10,2717923.60,0.00,2717923.60
2024-05-29,Net Banking,REFUNDED,1,57167.48,57167.48,0.00
2024-05-29,Net Banking,SUCCESS,9,2786706.92,0.00,2786706.92
2024-05-29,Upi,FAILED,1,213188.05,0.00,213188.05
2024-05-29,Upi,REFUNDED,1,147344.51,147344.51,0.00
2024-05-29,Upi,SUCCESS,4,880677.99,0.00,880677.99
2024-05-29,Wallet,FAILED,1,10158.54,0.00,10158.54
2024-05-29,Wallet,SUCCESS,7,1736475.44,0.00,1736475.44
2024-05-30,Credit Card,FAILED,1,37537.44,0.00,37537.44
2024-05-30,Credit Card,REFUNDED,1,71537.16,71537.16,0.00
2024-05-30,Credit Card,SUCCESS,1,217643.76,0.00,217643.76
2024-05-30,Debit Card,FAILED,2,817675.07,0.00,817675.07
2024-05-30,Debit Card,REFUNDED,1,321512.38,321512.38,0.00
2024-05-30,Debit Card,SUCCESS,9,3382362.24,0.00,3382362.24
2024-05-30,Net Banking,FAILED,4,1745394.39,0.00,1745394.39
2024-05-30,Net Banking,REFUNDED,1,157078.89,157078.89,0.00
2024-05-30,Net Banking,SUCCESS,5,1340594.95,0.00,1340594.95
2024-05-30,Upi,FAILED,2,701018.51,0.00,701018.51
2024-05-30,Upi,REFUNDED,2,492877.61,492877.61,0.00
2024-05-30,Upi,SUCCESS,6,1922853.14,0.00,1922853.14
2024-05-30,Wallet,PENDING,1,577303.89,0.00,577303.89
2024-05-30,Wallet,REFUNDED,4,535037.59,535037.59,0.00
2024-05-30,Wallet,SUCCESS,3,408989.19,0.00,408989.19
2024-05-31,Credit Card,REFUNDED,2,657538.89,657538.89,0.00
2024-05-31,Credit Card,SUCCESS,5,1189692.98,0.00,1189692.98
2024-05-31,Debit Card,FAILED,2,888974.46,0.00,888974.46
2024-05-31,Debit Card,REFUNDED,5,1798199.59,1798199.59,0.00
2024-05-31,Debit Card,SUCCESS,5,1309762.63,0.00,1309762.63
2024-05-31,Net Banking,REFUNDED,2,98502.14,98502.14,0.00
2024-05-31,Net Banking,SUCCESS,2,627816.81,0.00,627816.81
2024-05-31,Upi,SUCCESS,13,2897745.72,0.00,2897745.72
2024-05-31,Wallet,FAILED,1,316723.48,0.00,316723.48
2024-05-31,Wallet,PENDING,3,1002365.28,0.00,1002365.28
2024-05-31,Wallet,REFUNDED,1,128746.10,128746.10,0.00
2024-05-31,Wallet,SUCCESS,10,3632387.82,0.00,3632387.82
2024-06-01,Credit Card,FAILED,3,598206.78,0.00,598206.78
2024-06-01,Credit Card,REFUNDED,1,178490.34,178490.34,0.00
2024-06-01,Credit Card,SUCCESS,7,3248300.57,0.00,3248300.57
2024-06-01,Debit Card,FAILED,2,725570.26,0.00,725570.26
2024-06-01,Debit Card,REFUNDED,2,721902.32,721902.32,0.00
2024-06-01,Debit Card,SUCCESS,6,2100281.40,0.00,2100281.40
2024-06-01,Net Banking,FAILED,1,539922.58,0.00,539922.58
2024-06-01,Net Banking,PENDING,1,542710.56,0.00,542710.56
2024-06-01,Net Banking,REFUNDED,2,450255.13,450255.13,0.00
2024-06-01,Net Banking,SUCCESS,3,513827.80,0.00,513827.80
2024-06-01,Upi,FAILED,2,266227.17,0.00,266227.17
2024-06-01,Upi,SUCCESS,9,1979303.23,0.00,1979303.23
2024-06-01,Wallet,SUCCESS,8,3153654.28,0.00,3153654.28
2024-06-02,Credit Card,FAILED,1,472139.45,0.00,472139.45
2024-06-02,Credit Card,SUCCESS,7,1871787.58,0.00,1871787.58
2024-06-02,Debit Card,FAILED,2,1117076.18,0.00,1117076.18
2024-06-02,Debit Card,REFUNDED,1,176989.19,176989.19,0.00
2024-06-02,Debit Card,SUCCESS,11,2408925.37,0.00,2408925.37
2024-06-02,Net Banking,FAILED,1,1045.28,0.00,1045.28
2024-06-02,Net Banking,REFUNDED,1,392653.76,392653.76,0.00
2024-06-02,Net Banking,SUCCESS,2,582719.78,0.00,582719.78
2024-06-02,Upi,FAILED,1,119932.37,0.00,119932.37
2024-06-02,Upi,SUCCESS,8,2573178.77,0.00,2573178.77
2024-06-02,Wallet,FAILED,1,447820.49,0.00,447820.49
2024-06-02,Wallet,REFUNDED,3,1132037.87,1132037.87,0.00
2024-06-02,Wallet,SUCCESS,5,1211047.80,0.00,1211047.80
2024-06-03,Credit Card,REFUNDED,3,909593.54,909593.54,0.00
2024-06-03,Credit Card,SUCCESS,13,3110631.74,0.00,3110631.74
2024-06-03,Debit Card,FAILED,1,177377.70,0.00,177377.70
2024-06-03,Debit Card,SUCCESS,7,1688622.20,0.00,1688622.20
2024-06-03,Net Banking,FAILED,3,759063.23,0.00,759063.23
2024-06-03,Net Banking,REFUNDED,1,38559.60,38559.60,0.00
2024-06-03,Net Banking,SUCCESS,6,1553823.20,0.00,1553823.20
2024-06-03,Upi,SUCCESS,1,93864.96,0.00,93864.96
2024-06-03,Wallet,PENDING,1,468581.12,0.00,468581.12
2024-06-03,Wallet,REFUNDED,3,967774.71,967774.71,0.00
2024-06-03,Wallet,SUCCESS,11,3268488.47,0.00,3268488.47
2024-06-04,Credit Card,FAILED,3,814426.53,0.00,814426.53
2024-06-04,Credit Card,PENDING,1,128994.23,0.00,128994.23
2024-06-04,Credit Card,REFUNDED,2,520743.52,520743.52,0.00
2024-06-04,Credit Card,SUCCESS,8,1555045.10,0.00,1555045.10
2024-06-04,Debit Card,FAILED,3,862104.15,0.00,862104.15
2024-06-04,Debit Card,PENDING,1,168598.83,0.00,168598.83
2024-06-04,Debit Card,REFUNDED,2,715436.00,715436.00,0.00
2024-06-04,Debit Card,SUCCESS,7,1646734.86,0.00,1646734.86
2024-06-04,Net Banking,FAILED,2,881084.38,0.00,881084.38
2024-06-04,Net Banking,PENDING,1,52435.32,0.00,52435.32
2024-06-04,Net Banking,REFUNDED,3,709599.43,709599.43,0.00
2024-06-04,Net Banking,SUCCESS,8,1993895.45,0.00,1993895.45
2024-06-04,Upi,FAILED,2,726844.75,0.00,726844.75
2024-06-04,Upi,REFUNDED,8,1774854.52,1774854.52,0.00
2024-06-04,Upi,SUCCESS,8,3113049.79,0.00,3113049.79
2024-06-04,Wallet,FAILED,3,1072328.57,0.00,1072328.57
2024-06-04,Wallet,PENDING,1,511360.58,0.00,511360.58
2024-06-04,Wallet,REFUNDED,1,166636.29,166636.29,0.00
2024-06-04,Wallet,SUCCESS,3,897567.80,0.00,897567.80
2024-06-05,Credit Card,PENDING,1,171271.88,0.00,171271.88
2024-06-05,Credit Card,REFUNDED,1,449354.50,449354.50,0.00
2024-06-05,Credit Card,SUCCESS,11,3367087.44,0.00,3367087.44
2024-06-05,Debit Card,PENDING,1,25462.70,0.00,25462.70
2024-06-05,Debit Card,REFUNDED,2,734058.74,734058.74,0.00
2024-06-05,Debit Card,SUCCESS,9,2967450.83,0.00,2967450.83
2024-06-05,Net Banking,FAILED,3,928139.48,0.00,928139.48
2024-06-05,Net Banking,REFUNDED,1,358354.28,358354.28,0.00
2024-06-05,Net Banking,SUCCESS,9,3585943.97,0.00,3585943.97
2024-06-05,Upi,REFUNDED,3,917578.86,917578.86,0.00
2024-06-05,Upi,SUCCESS,8,1851252.61,0.00,1851252.61
2024-06-05,Wallet,FAILED,3,1399024.05,0.00,1399024.05
2024-06-05,Wallet,REFUNDED,1,218349.42,218349.42,0.00
2024-06-05,Wallet,SUCCESS,7,1920959.30,0.00,1920959.30
2024-06-06,Credit Card,REFUNDED,2,372046.55,372046.55,0.00
2024-06-06,Credit Card,SUCCESS,12,2373892.91,0.00,2373892.91
2024-06-06,Debit Card,FAILED,1,29765.66,0.00,29765.66
2024-06-06,Debit Card,REFUNDED,2,371578.25,371578.25,0.00
2024-06-06,Debit Card,SUCCESS,8,1838484.12,0.00,1838484.12
2024-06-06,Net Banking,FAILED,1,169538.00,0.00,169538.00
2024-06-06,Net Banking,REFUNDED,4,1031032.81,1031032.81,0.00
2024-06-06,Net Banking,SUCCESS,6,1234526.44,0.00,1234526.44
2024-06-06,Upi,FAILED,2,638883.86,0.00,638883.86
2024-06-06,Upi,REFUNDED,1,171576.28,171576.28,0.00
2024-06-06,Upi,SUCCESS,4,1328876.54,0.00,1328876.54
2024-06-06,Wallet,FAILED,2,818959.20,0.00,818959.20
2024-06-06,Wallet,PENDING,2,780395.65,0.00,780395.65
2024-06-06,Wallet,REFUNDED,1,321125.38,321125.38,0.00
2024-06-06,Wallet,SUCCESS,5,956575.65,0.00,956575.65
2024-06-07,Credit Card,REFUNDED,2,424470.91,424470.91,0.00
2024-06-07,Credit Card,SUCCESS,13,2677367.46,0.00,2677367.46
2024-06-07,Debit Card,FAILED,3,742253.35,0.00,742253.35
2024-06-07,Debit Card,SUCCESS,5,1918909.91,0.00,1918909.91
2024-06-07,Net Banking,PENDING,1,227915.59,0.00,227915.59
2024-06-07,Net Banking,REFUNDED,3,469887.66,469887.66,0.00
2024-06-07,Net Banking,SUCCESS,8,2787715.73,0.00,2787715.73
2024-06-07,Upi,REFUNDED,1,113724.64,113724.64,0.00
2024-06-07,Upi,SUCCESS,6,2091102.53,0.00,2091102.53
2024-06-07,Wallet,FAILED,2,285078.15,0.00,285078.15
2024-06-07,Wallet,PENDING,1,49326.02,0.00,49326.02
2024-06-07,Wallet,REFUNDED,2,453126.25,453126.25,0.00
2024-06-07,Wallet,SUCCESS,8,3243546.35,0.00,3243546.35
2024-06-08,Credit Card,FAILED,1,67802.43,0.00,67802.43
2024-06-08,Credit Card,REFUNDED,1,56826.72,56826.72,0.00
2024-06-08,Credit Card,SUCCESS,10,3478703.34,0.00,3478703.34
2024-06-08,Debit Card,FAILED,1,56097.42,0.00,56097.42
2024-06-08,Debit Card,REFUNDED,1,282972.30,282972.30,0.00
2024-06-08,Debit Card,SUCCESS,8,2301274.55,0.00,2301274.55
2024-06-08,Net Banking,FAILED,1,213441.30,0.00,213441.30
2024-06-08,Net Banking,REFUNDED,1,22381.32,22381.32,0.00
2024-06-08,Net Banking,SUCCESS,8,1380910.07,0.00,1380910.07
2024-06-08,Upi,FAILED,1,78348.57,0.00,78348.57
2024-06-08,Upi,PENDING,2,187965.05,0.00,187965.05
2024-06-08,Upi,REFUNDED,2,184521.12,184521.12,0.00
2024-06-08,Upi,SUCCESS,10,2629654.29,0.00,2629654.29
2024-06-08,Wallet,FAILED,2,90507.12,0.00,90507.12
2024-06-08,Wallet,SUCCESS,9,2752947.34,0.00,2752947.34
2024-06-09,Credit Card,FAILED,2,491207.70,0.00,491207.70
2024-06-09,Credit Card,PENDING,1,536127.31,0.00,536127.31
2024-06-09,Credit Card,REFUNDED,2,516292.60,516292.60,0.00
2024-06-09,Credit Card,SUCCESS,10,1750421.68,0.00,1750421.68
2024-06-09,Debit Card,FAILED,2,289752.29,0.00,289752.29
2024-06-09,Debit Card,REFUNDED,2,804743.39,804743.39,0.00
2024-06-09,Debit Card,SUCCESS,6,1038036.76,0.00,1038036.76
2024-06-09,Net Banking,FAILED,3,592283.39,0.00,592283.39
2024-06-09,Net Banking,REFUNDED,4,865379.66,865379.66,0.00
2024-06-09,Net Banking,SUCCESS,11,2770388.12,0.00,2770388.12
2024-06-09,Upi,FAILED,1,586629.86,0.00,586629.86
2024-06-09,Upi,PENDING,2,342672.17,0.00,342672.17
2024-06-09,Upi,REFUNDED,3,420973.95,420973.95,0.00
2024-06-09,Upi,SUCCESS,4,628958.76,0.00,628958.76
2024-06-09,Wallet,FAILED,1,607830.04,0.00,607830.04
2024-06-09,Wallet,PENDING,1,469192.17,0.00,469192.17
2024-06-09,Wallet,REFUNDED,3,798071.59,798071.59,0.00
2024-06-09,Wallet,SUCCESS,13,2891559.29,0.00,2891559.29
2024-06-10,Credit Card,FAILED,2,829757.35,0.00,829757.35
2024-06-10,Credit Card,REFUNDED,2,540183.44,540183.44,0.00
2024-06-10,Credit Card,SUCCESS,9,2744644.83,0.00,2744644.83
2024-06-10,Debit Card,FAILED,1,488568.06,0.00,488568.06
2024-06-10,Debit Card,PENDING,1,230049.15,0.00,230049.15
2024-06-10,Debit Card,REFUNDED,1,3178.48,3178.48,0.00
2024-06-10,Debit Card,SUCCESS,6,1655577.69,0.00,1655577.69
2024-06-10,Net Banking,PENDING,1,68231.23,0.00,68231.23
2024-06-10,Net Banking,REFUNDED,4,442049.90,442049.90,0.00
2024-06-10,Net Banking,SUCCESS,6,3284965.62,0.00,3284965.62
2024-06-10,Upi,FAILED,1,359283.34,0.00,359283.34
2024-06-10,Upi,REFUNDED,3,559787.14,559787.14,0.00
2024-06-10,Upi,SUCCESS,13,3289820.62,0.00,3289820.62
2024-06-10,Wallet,PENDING,1,131927.00,0.00,131927.00
2024-06-10,Wallet,REFUNDED,2,659748.17,659748.17,0.00
2024-06-10,Wallet,SUCCESS,2,493463.57,0.00,493463.57
2024-06-11,Credit Card,FAILED,1,461474.38,0.00,461474.38
2024-06-11,Credit Card,PENDING,1,3698.98,0.00,3698.98
2024-06-11,Credit Card,REFUNDED,2,607222.99,607222.99,0.00
2024-06-11,Credit Card,SUCCESS,12,2714756.53,0.00,2714756.53
2024-06-11,Debit Card,FAILED,1,119861.18,0.00,119861.18
2024-06-11,Debit Card,PENDING,2,406799.17,0.00,406799.17
2024-06-11,Debit Card,SUCCESS,8,1423077.15,0.00,1423077.15
2024-06-11,Net Banking,FAILED,2,466191.21,0.00,466191.21
2024-06-11,Net Banking,REFUNDED,1,149361.86,149361.86,0.00
2024-06-11,Net Banking,SUCCESS,12,3686215.78,0.00,3686215.78
2024-06-11,Upi,PENDING,1,158157.78,0.00,158157.78
2024-06-11,Upi,SUCCESS,9,3601529.60,0.00,3601529.60
2024-06-11,Wallet,FAILED,1,317959.11,0.00,317959.11
2024-06-11,Wallet,REFUNDED,1,394637.67,394637.67,0.00
2024-06-11,Wallet,SUCCESS,10,1848157.86,0.00,1848157.86
2024-06-12,Credit Card,FAILED,3,1158802.02,0.00,1158802.02
2024-06-12,Credit Card,SUCCESS,11,2967955.18,0.00,2967955.18
2024-06-12,Debit Card,FAILED,1,299979.93,0.00,299979.93
2024-06-12,Debit Card,PENDING,1,146285.41,0.00,146285.41
2024-06-12,Debit Card,REFUNDED,3,1178975.57,1178975.57,0.00
2024-06-12,Debit Card,SUCCESS,9,2095266.13,0.00,2095266.13
2024-06-12,Net Banking,FAILED,2,757888.25,0.00,757888.25
2024-06-12,Net Banking,PENDING,1,129461.04,0.00,129461.04
2024-06-12,Net Banking,SUCCESS,8,1467223.16,0.00,1467223.16
2024-06-12,Upi,FAILED,2,529377.92,0.00,529377.92
2024-06-12,Upi,REFUNDED,3,393305.19,393305.19,0.00
2024-06-12,Upi,SUCCESS,3,158961.58,0.00,158961.58
2024-06-12,Wallet,FAILED,1,156104.52,0.00,156104.52
2024-06-12,Wallet,SUCCESS,7,2157950.56,0.00,2157950.56
2024-06-13,Credit Card,PENDING,1,56625.72,0.00,56625.72
